Wavelength (nm)	Reflectance
584	0.2401483
586	0.2317291
588	0.2232426
590	0.2147461
592	0.2062717
594	0.1978496
596	0.1895116
598	0.1813087
600	0.1732553
602	0.1654361
604	0.1578497
606	0.150479
608	0.1433579
610	0.1365397
612	0.1300908
614	0.1239964
616	0.1182843
618	0.1129588
620	0.1080572
622	0.103587
624	0.0995757
626	0.0960425
628	0.0930036
630	0.0904436
632	0.0883665
634	0.0867746
636	0.0856667
638	0.0850442
640	0.0848915
642	0.0851761
644	0.0858903
646	0.0870444
648	0.088642
650	0.0906434
652	0.0929914
654	0.0957105
656	0.098769
658	0.1021577
660	0.1058288
662	0.1097983
664	0.1140176
666	0.118436
668	0.1230338
670	0.1278109
672	0.1327438
674	0.1378115
676	0.1430007
678	0.1482896
680	0.153671
682	0.1591767
684	0.1647305
686	0.1702814
688	0.1758138
690	0.1813397
692	0.1868465
694	0.1923231
696	0.1977583
698	0.2031364
700	0.2084515
702	0.2137054
704	0.2188839
706	0.2239776
708	0.2289796
710	0.2338685
712	0.2386493
714	0.2433534
716	0.247957
718	0.2524658
720	0.2568662
722	0.2611585
724	0.2653189
726	0.2693471
728	0.2732412
730	0.2770138
732	0.2806508
734	0.2841619
736	0.2875578
738	0.290823
740	0.2939271
742	0.296901
744	0.2997386
746	0.3024454
748	0.3050175
750	0.3074572
752	0.3097803
754	0.3120017
756	0.3140983
758	0.3160932
760	0.3179656
762	0.319715
764	0.3213493
766	0.3228712
768	0.3242867
770	0.3255876
772	0.3267462
774	0.3277907
776	0.3287082
778	0.3295033
780	0.3301933
782	0.3308
784	0.3313013
786	0.3316945
788	0.3319832
790	0.332173
792	0.3322753
794	0.3322793
796	0.3321727
798	0.3319627
800	0.3316575
802	0.3312393
804	0.3307303
806	0.3301575
808	0.3295257
810	0.3288073
812	0.3280419
814	0.3272006
816	0.3262709
818	0.3252272
820	0.3241048
822	0.3228894
824	0.3215862
826	0.3202078
828	0.3187659
830	0.3172554
832	0.3156818
834	0.3140393
836	0.3123293
838	0.3105532
840	0.3087123
842	0.3067982
844	0.3048215
846	0.3027835
848	0.3006857
850	0.2985296
852	0.2963166
854	0.2940482
856	0.2917258
858	0.2893509
860	0.286925
862	0.2844626
864	0.2819528
866	0.279397
868	0.2767967
870	0.2741536
872	0.2714549
874	0.2687159
876	0.2659383
878	0.2631236
880	0.2602735
882	0.2574047
884	0.2545042
886	0.2515833
888	0.2486725
890	0.2457345
892	0.242771
894	0.2397838
896	0.2367744
898	0.2337447
900	0.2306963
902	0.2276146
904	0.2245175
906	0.2214068
908	0.2182843
910	0.2151518
912	0.2120277
914	0.2088972
916	0.2057622
918	0.2026243
920	0.1994854
922	0.1963308
924	0.1931789
926	0.1900315
928	0.1868904
930	0.1837574
932	0.1806505
934	0.1775551
936	0.1744729
938	0.1714058
940	0.1683554
942	0.1653236
944	0.1623121
946	0.1593225
948	0.1563566
950	0.1534159
952	0.1504879
954	0.1475915
956	0.144741
958	0.1419225
960	0.1391375
962	0.1364009
964	0.1337003
966	0.1310374
968	0.1284136
970	0.1258301
972	0.1232885
974	0.12079
976	0.1183358
978	0.1159273
980	0.1135656
982	0.111242
984	0.1089684
986	0.1067457
988	0.1045749
990	0.1024571
992	0.1004011
994	0.0983991
996	0.0964519
998	0.0945604
1000	0.0927252
1002	0.0909582
1004	0.0892487
1006	0.0875973
1008	0.0860046
1010	0.0844709
1012	0.0829968
1014	0.0815826
1016	0.0802287
1018	0.0789353
1020	0.0777026
1022	0.0765295
1024	0.0754183
1026	0.0743691
1028	0.0733819
1030	0.0724568
1032	0.0715927
1034	0.0707896
1036	0.0700473
1038	0.0693656
1040	0.0687441
1042	0.0681827
1044	0.0676809
1046	0.0672385
1048	0.0668549
1050	0.0665298
1052	0.0662333
1054	0.0659909
1056	0.0658227
1058	0.0657366
1060	0.0657062
1062	0.0657307
1064	0.0658094
1066	0.0659417
1068	0.0661268
1070	0.066364
1072	0.0666615
1074	0.0670103
1076	0.0674094
1078	0.067858
1080	0.0683551
1082	0.0688891
1084	0.0694691
1086	0.0700955
1088	0.0707678
1090	0.0714834
1092	0.0722394
1094	0.0730367
1096	0.0738751
1098	0.074754
1100	0.0756714
1102	0.076627
1104	0.0776191
1106	0.0786469
1108	0.0797093
1110	0.0808053
1112	0.0819339
1114	0.0830942
1116	0.0842852
1118	0.085506
1120	0.0867554
1122	0.0880327
1124	0.0893368
1126	0.0906667
1128	0.0920216
1130	0.0934004
1132	0.0948219
1134	0.0962662
1136	0.0977307
1138	0.099214
1140	0.100717
1142	0.102224
1144	0.1037488
1146	0.1052906
1148	0.1068483
1150	0.1084212
1152	0.1100084
1154	0.1116092
1156	0.1132227
1158	0.1148482
1160	0.1164849
1162	0.1181321
1164	0.1197889
1166	0.1214548
1168	0.123129
1170	0.1248108
1172	0.1264995
1174	0.1281944
1176	0.1298963
1178	0.1316052
1180	0.1333185
1182	0.1350325
1184	0.1367494
1186	0.1384698
1188	0.1401937
1190	0.1419191
1192	0.1436441
1194	0.1453695
1196	0.1470958
1198	0.1488229
1200	0.150549
1202	0.1522927
1204	0.1540343
1206	0.1557728
1208	0.1575077
1210	0.1592391
1212	0.1609493
1214	0.1626555
1216	0.1643587
1218	0.1660592
1220	0.1677547
1222	0.1694414
1224	0.1711219
1226	0.1727963
1228	0.1744642
1230	0.1761253
1232	0.1777828
1234	0.1794333
1236	0.1810762
1238	0.1827112
1240	0.1843382
1242	0.1859536
1244	0.18756
1246	0.1891591
1248	0.1907515
1250	0.1923348
1252	0.1939086
1254	0.1954729
1256	0.1970275
1258	0.1985722
1260	0.2001067
1262	0.2016311
1264	0.2031451
1266	0.2046486
1268	0.2061413
1270	0.2076233
1272	0.209112
1274	0.2105898
1276	0.2120558
1278	0.2135099
1280	0.2149525
1282	0.2163672
1284	0.2177703
1286	0.2191633
1288	0.2205471
1290	0.2219192
1292	0.2232795
1294	0.224628
1296	0.225963
1298	0.2272837
1300	0.2285924
1302	0.2298927
1304	0.2311813
1306	0.2324579
1308	0.2337224
1310	0.2349747
1312	0.2362149
1314	0.2374429
1316	0.2386587
1318	0.2398623
1320	0.2410537
1322	0.2422329
1324	0.2433999
1326	0.2445563
1328	0.2457029
1330	0.2468374
1332	0.2479559
1334	0.2490618
1336	0.2501556
1338	0.2512372
1340	0.2523067
1342	0.2533678
1344	0.2544172
1346	0.2554539
1348	0.2564776
1350	0.2574892
1352	0.2584987
1354	0.2594959
1356	0.260482
1358	0.2614575
1360	0.2624209
1362	0.2633621
1364	0.2642917
1366	0.2652095
1368	0.2661156
1370	0.26701
1372	0.2678929
1374	0.2687642
1376	0.269624
1378	0.2704723
1380	0.2713092
1382	0.2721347
1384	0.2729489
1386	0.2737518
1388	0.2745435
1390	0.275324
1392	0.2760972
1394	0.2768598
1396	0.2776097
1398	0.2783461
1400	0.2790715
1402	0.2797862
1404	0.28049
1406	0.2811848
1408	0.2818715
1410	0.2825476
1412	0.2832203
1414	0.2838824
1416	0.284532
1418	0.2851684
1420	0.2857943
1422	0.286407
1424	0.2870098
1426	0.2876025
1428	0.2881851
1430	0.2887576
1432	0.2893202
1434	0.2898729
1436	0.2904157
1438	0.2909488
1440	0.2914721
1442	0.2919857
1444	0.2924897
1446	0.2929841
1448	0.2934691
1450	0.2939446
1452	0.2944107
1454	0.2948675
1456	0.2953156
1458	0.2957553
1460	0.2961858
1462	0.2966088
1464	0.297023
1466	0.297427
1468	0.2978203
1470	0.2982047
1472	0.2985803
1474	0.2989473
1476	0.2993072
1478	0.2996613
1480	0.3000067
1482	0.3003475
1484	0.3006797
1486	0.3010015
1488	0.3013122
1490	0.3016145
1492	0.301909
1494	0.3021959
1496	0.3024746
1498	0.3027453
1500	0.303008
1502	0.3032588
1504	0.3035014
1506	0.3037379
1508	0.3039692
1510	0.3041929
1512	0.3044089
1514	0.3046174
1516	0.3048188
1518	0.3050136
1520	0.3052009
1522	0.3053785
1524	0.3055484
1526	0.3057126
1528	0.3058716
1530	0.3060235
1532	0.30617
1534	0.3063093
1536	0.3064405
1538	0.3065633
1540	0.3066791
1542	0.3067865
1544	0.3068871
1546	0.3069827
1548	0.3070743
1550	0.3071592
1552	0.3072335
1554	0.3073009
1556	0.3073617
1558	0.3074161
1560	0.3074641
1562	0.3075097
1564	0.3075494
1566	0.3075829
1568	0.3076102
1570	0.3076312
1572	0.3076422
1574	0.3076467
1576	0.3076469
1578	0.3076437
1580	0.3076347
1582	0.3076197
1584	0.3075988
1586	0.3075702
1588	0.307533
1590	0.30749
1592	0.3074455
1594	0.3073958
1596	0.3073405
1598	0.3072797
1600	0.3072134
1602	0.3071417
1604	0.3070645
1606	0.306982
1608	0.3068941
1610	0.306801
1612	0.3067026
1614	0.3065991
1616	0.3064903
1618	0.3063765
1620	0.3062576
1622	0.3061336
1624	0.3060046
1626	0.3058707
1628	0.3057319
1630	0.3055882
1632	0.3054381
1634	0.3052832
1636	0.3051252
1638	0.304965
1640	0.3048
1642	0.304628
1644	0.304451
1646	0.3042693
1648	0.3040832
1650	0.3038926
1652	0.3037014
1654	0.3035063
1656	0.3033051
1658	0.3030968
1660	0.3028842
1662	0.3026714
1664	0.3024547
1666	0.3022322
1668	0.3020032
1670	0.30177
1672	0.3015335
1674	0.3012931
1676	0.3010471
1678	0.3007945
1680	0.3005379
1682	0.300284
1684	0.3000265
1686	0.2997635
1688	0.299494
1690	0.2992206
1692	0.2989475
1694	0.2986711
1696	0.298391
1698	0.2981073
1700	0.2978199
1702	0.2975257
1704	0.297228
1706	0.2969248
1708	0.2966154
1710	0.2963025
1712	0.2959933
1714	0.2956811
1716	0.2953656
1718	0.2950467
1720	0.2947245
1722	0.2943989
1724	0.2940702
1726	0.2937381
1728	0.2934029
1730	0.2930645
1732	0.292723
1734	0.2923783
1736	0.2920306
1738	0.2916798
1740	0.2913259
1742	0.2909653
1744	0.2906015
1746	0.2902348
1748	0.2898651
1750	0.2894924
1752	0.2891208
1754	0.2887464
1756	0.2883692
1758	0.2879892
1760	0.2876065
1762	0.287221
1764	0.2868328
1766	0.286442
1768	0.2860485
1770	0.2856525
1772	0.2852534
1774	0.2848521
1776	0.2844465
1778	0.2840358
1780	0.2836224
1782	0.283211
1784	0.2827972
1786	0.282381
1788	0.2819624
1790	0.2815414
1792	0.281122
1794	0.2807008
1796	0.2802755
1798	0.2798453
1800	0.279413
