Wavelength (nm)	Reflectance
962	0.0808719
964	0.0795234
966	0.0782432
968	0.0770316
970	0.0758888
972	0.0748148
974	0.0738095
976	0.0728729
978	0.0720048
980	0.0712052
982	0.0704758
984	0.0698153
986	0.0692231
988	0.0686989
990	0.0682422
992	0.067848
994	0.0675192
996	0.0672553
998	0.0670558
1000	0.0669197
1002	0.0668562
1004	0.0668547
1006	0.0669144
1008	0.0670345
1010	0.067214
1012	0.0674522
1014	0.067748
1016	0.0681005
1018	0.0685087
1020	0.0689716
1022	0.0694988
1024	0.0700794
1026	0.0707121
1028	0.071396
1030	0.0721298
1032	0.0729
1034	0.0737173
1036	0.0745804
1038	0.0754883
1040	0.0764398
1042	0.0774336
1044	0.0784687
1046	0.0795438
1048	0.0806579
1050	0.0818095
1052	0.0829666
1054	0.0841552
1056	0.0853963
1058	0.086698
1060	0.0880318
1062	0.0893963
1064	0.0907905
1066	0.0922133
1068	0.0936635
1070	0.09514
1072	0.0966589
1074	0.0982021
1076	0.0997687
1078	0.1013576
1080	0.1029675
1082	0.1045799
1084	0.1062113
1086	0.1078617
1088	0.1095309
1090	0.1112161
1092	0.1129139
1094	0.1146256
1096	0.1163512
1098	0.1180902
1100	0.1198405
1102	0.1216019
1104	0.123373
1106	0.125153
1108	0.126941
1110	0.1287362
1112	0.1305377
1114	0.1323451
1116	0.1341574
1118	0.1359739
1120	0.137794
1122	0.1396169
1124	0.141442
1126	0.1432687
1128	0.1450962
1130	0.1469241
1132	0.1487733
1134	0.1506219
1136	0.1524676
1138	0.1543091
1140	0.156148
1142	0.1579686
1144	0.1597859
1146	0.1615993
1148	0.1634082
1150	0.1652122
1152	0.1670108
1154	0.1688037
1156	0.1705903
1158	0.1723704
1160	0.1741435
1162	0.1759093
1164	0.1776674
1166	0.1794175
1168	0.1811593
1170	0.1828924
1172	0.1846166
1174	0.1863314
1176	0.1880383
1178	0.1897377
1180	0.1914271
1182	0.1931028
1184	0.1947676
1186	0.1964228
1188	0.1980686
1190	0.1997033
1192	0.2013254
1194	0.2029357
1196	0.2045354
1198	0.206125
1200	0.2077025
1202	0.2092841
1204	0.2108533
1206	0.2124092
1208	0.2139514
1210	0.2154807
1212	0.2169828
1214	0.2184721
1216	0.21995
1218	0.2214172
1220	0.2228714
1222	0.2243088
1224	0.2257325
1226	0.2271428
1228	0.2285398
1230	0.2299233
1232	0.231297
1234	0.2326575
1236	0.2340045
1238	0.2353378
1240	0.2366575
1242	0.23796
1244	0.2392484
1246	0.2405247
1248	0.2417898
1250	0.2430412
1252	0.2442789
1254	0.2455029
1256	0.2467132
1258	0.2479098
1260	0.2490928
1262	0.2502621
1264	0.2514177
1266	0.2525597
1268	0.2536881
1270	0.2548029
1272	0.2559175
1274	0.2570186
1276	0.2581057
1278	0.2591785
1280	0.2602377
1282	0.2612712
1284	0.2622913
1286	0.2632997
1288	0.2642975
1290	0.265282
1292	0.2662533
1294	0.2672116
1296	0.2681552
1298	0.2690832
1300	0.2699981
1302	0.2709041
1304	0.2717976
1306	0.2726784
1308	0.2735465
1310	0.2744018
1312	0.2752446
1314	0.2760749
1316	0.2768926
1318	0.277698
1320	0.278491
1322	0.2792717
1324	0.2800402
1326	0.2807982
1328	0.2815467
1330	0.2822832
1332	0.2830039
1334	0.2837122
1336	0.2844088
1338	0.2850936
1340	0.2857667
1342	0.286432
1344	0.2870863
1346	0.2877283
1348	0.288358
1350	0.2889763
1352	0.2895889
1354	0.29019
1356	0.2907808
1358	0.2913618
1360	0.2919317
1362	0.2924847
1364	0.2930268
1366	0.2935582
1368	0.2940789
1370	0.2945889
1372	0.2950885
1374	0.2955775
1376	0.2960561
1378	0.2965244
1380	0.2969824
1382	0.2974302
1384	0.2978679
1386	0.2982955
1388	0.2987131
1390	0.2991208
1392	0.2995226
1394	0.299915
1396	0.300296
1398	0.3006648
1400	0.3010239
1402	0.3013736
1404	0.3017138
1406	0.3020464
1408	0.3023723
1410	0.302689
1412	0.3029999
1414	0.3033015
1416	0.3035922
1418	0.303871
1420	0.3041408
1422	0.3044027
1424	0.3046562
1426	0.3049011
1428	0.3051373
1430	0.3053649
1432	0.3055841
1434	0.3057948
1436	0.3059971
1438	0.3061912
1440	0.306377
1442	0.3065546
1444	0.3067241
1446	0.3068855
1448	0.3070389
1450	0.3071844
1452	0.307322
1454	0.3074518
1456	0.3075744
1458	0.3076901
1460	0.3077982
1462	0.3079002
1464	0.307995
1466	0.308081
1468	0.3081578
1470	0.3082273
1472	0.3082895
1474	0.3083445
1476	0.308394
1478	0.3084391
1480	0.3084772
1482	0.3085088
1484	0.3085333
1486	0.308549
1488	0.3085551
1490	0.3085542
1492	0.3085504
1494	0.3085403
1496	0.3085236
1498	0.3085003
1500	0.3084706
1502	0.3084304
1504	0.3083834
1506	0.3083318
1508	0.3082765
1510	0.3082151
1512	0.3081474
1514	0.3080736
1516	0.3079942
1518	0.3079096
1520	0.307819
1522	0.3077201
1524	0.307615
1526	0.3075055
1528	0.3073923
1530	0.3072734
1532	0.3071477
1534	0.3070162
1536	0.3068781
1538	0.306733
1540	0.3065822
1542	0.3064273
1544	0.306267
1546	0.3061031
1548	0.3059366
1550	0.3057648
1552	0.3055837
1554	0.305397
1556	0.3052052
1558	0.3050083
1560	0.3048063
1562	0.3046033
1564	0.3043958
1566	0.3041833
1568	0.303966
1570	0.3037439
1572	0.3035129
1574	0.3032768
1576	0.3030377
1578	0.3027966
1580	0.3025509
1582	0.3022981
1584	0.3020407
1586	0.3017769
1588	0.3015059
1590	0.3012304
1592	0.3009571
1594	0.3006799
1596	0.3003984
1598	0.3001126
1600	0.2998226
1602	0.2995283
1604	0.29923
1606	0.2989275
1608	0.298621
1610	0.2983104
1612	0.2979958
1614	0.2976773
1616	0.2973548
1618	0.2970285
1620	0.2966982
1622	0.2963642
1624	0.2960264
1626	0.2956849
1628	0.2953396
1630	0.2949907
1632	0.2946346
1634	0.2942748
1636	0.2939131
1638	0.2935504
1640	0.2931842
1642	0.2928143
1644	0.2924404
1646	0.2920632
1648	0.2916826
1650	0.2912987
1652	0.2909154
1654	0.2905293
1656	0.2901382
1658	0.2897413
1660	0.2893413
1662	0.288942
1664	0.2885401
1666	0.2881335
1668	0.2877216
1670	0.2873066
1672	0.2868876
1674	0.2864659
1676	0.2860397
1678	0.2856082
1680	0.2851738
1682	0.2847448
1684	0.2843135
1686	0.2838777
1688	0.2834365
1690	0.2829927
1692	0.2825501
1694	0.2821053
1696	0.2816579
1698	0.2812079
1700	0.2807553
1702	0.2802956
1704	0.2798333
1706	0.2793668
1708	0.2788952
1710	0.2784212
1712	0.2779534
1714	0.2774837
1716	0.2770117
1718	0.2765374
1720	0.2760608
1722	0.275582
1724	0.275101
1726	0.2746178
1728	0.2741324
1730	0.2736449
1732	0.2731554
1734	0.2726637
1736	0.27217
1738	0.2716743
1740	0.2711765
1742	0.2706717
1744	0.2701649
1746	0.2696561
1748	0.2691454
1750	0.2686328
1752	0.2681235
1754	0.2676125
1756	0.2670996
1758	0.266585
1760	0.2660686
1762	0.2655505
1764	0.2650307
1766	0.2645092
1768	0.2639862
1770	0.2634615
1772	0.2629336
1774	0.2624046
1776	0.2618722
1778	0.2613358
1780	0.2607978
1782	0.2602638
1784	0.2597284
1786	0.2591915
1788	0.2586532
1790	0.2581135
1792	0.2575763
1794	0.2570382
1796	0.2564971
1798	0.2559521
1800	0.2554059
