Wavelength (nm)	Reflectance
491	0.2020442
492	0.2076538
493	0.2133226
494	0.2189978
495	0.2246638
496	0.2303065
497	0.2359128
498	0.2414708
499	0.2469695
500	0.2524033
501	0.2577706
502	0.2630511
503	0.2682371
504	0.27332
505	0.2782325
506	0.2830714
507	0.2877921
508	0.2923901
509	0.2969751
510	0.3014411
511	0.3057706
512	0.3099608
513	0.3139693
514	0.3178186
515	0.3215256
516	0.3250609
517	0.3284815
518	0.3317965
519	0.3349673
520	0.337994
521	0.3408985
522	0.3436453
523	0.3462468
524	0.3487035
525	0.3510158
526	0.3531975
527	0.3552535
528	0.3571687
529	0.3589442
530	0.3605768
531	0.3620529
532	0.3633944
533	0.3646024
534	0.365678
535	0.366636
536	0.3674822
537	0.368199
538	0.3687877
539	0.3692497
540	0.3696093
541	0.3698402
542	0.3699479
543	0.369934
544	0.3697999
545	0.3695482
546	0.36918
547	0.3686965
548	0.368099
549	0.3674001
550	0.3666032
551	0.3656933
552	0.3646717
553	0.3635399
554	0.362306
555	0.3609745
556	0.3595416
557	0.3580084
558	0.3563765
559	0.3546529
560	0.3528358
561	0.3509208
562	0.3489094
563	0.346803
564	0.3446085
565	0.3423302
566	0.3399634
567	0.3375096
568	0.3349704
569	0.3323489
570	0.3296479
571	0.3268651
572	0.3240025
573	0.3210615
574	0.3180446
575	0.3149682
576	0.3118197
577	0.3086011
578	0.3053144
579	0.3019617
580	0.2985602
581	0.2951302
582	0.2916427
583	0.2881001
584	0.2845047
585	0.2808597
586	0.2771443
587	0.2733823
588	0.2695761
589	0.2657287
590	0.2618427
591	0.2579227
592	0.2539706
593	0.2499885
594	0.2459796
595	0.2419469
596	0.2378937
597	0.2338326
598	0.2297582
599	0.2256731
600	0.221581
601	0.2175135
602	0.2134479
603	0.209397
604	0.2053526
605	0.2013186
606	0.1972707
607	0.1932407
608	0.1892322
609	0.1852488
610	0.1812943
611	0.177399
612	0.1735394
613	0.1697192
614	0.1659452
615	0.1622281
616	0.1585368
617	0.1549
618	0.1513214
619	0.1478047
620	0.1443526
621	0.140966
622	0.1376511
623	0.1344112
624	0.1312519
625	0.128174
626	0.125198
627	0.1223152
628	0.119522
629	0.1168196
630	0.1142118
631	0.1117005
632	0.1092869
633	0.1069752
634	0.1047679
635	0.1026639
636	0.1006562
637	0.0987582
638	0.0969699
639	0.0952925
640	0.0937253
641	0.0922748
642	0.0909355
643	0.0897047
644	0.0885839
645	0.0875753
646	0.0866817
647	0.0859073
648	0.085247
649	0.0847001
650	0.0842714
651	0.0839495
652	0.0837368
653	0.0836375
654	0.0836513
655	0.0837712
656	0.0839959
657	0.0843328
658	0.0847714
659	0.08531
660	0.08594
661	0.0866752
662	0.0875065
663	0.0884317
664	0.0894503
665	0.0905585
666	0.0917349
667	0.0929967
668	0.0943423
669	0.0957664
670	0.0972665
671	0.0988408
672	0.1004862
673	0.1022
674	0.1039806
675	0.1058279
676	0.1077359
677	0.109702
678	0.1117287
679	0.1138133
680	0.1159485
681	0.1181586
682	0.120419
683	0.1227241
684	0.1250701
685	0.1274547
686	0.1298488
687	0.132276
688	0.1347338
689	0.1372196
690	0.1397299
691	0.142264
692	0.1448197
693	0.1473947
694	0.1499867
695	0.1525939
696	0.1552145
697	0.1578445
698	0.1604824
699	0.1631278
700	0.1657788
701	0.1684369
702	0.1710997
703	0.1737631
704	0.1764255
705	0.1790857
706	0.1817421
707	0.184393
708	0.1870371
709	0.1896681
710	0.1922854
711	0.194892
712	0.1974863
713	0.2000772
714	0.2026647
715	0.2052371
716	0.2077933
717	0.2103377
718	0.2128737
719	0.2153909
720	0.2178884
721	0.2203778
722	0.2228389
723	0.2252777
724	0.2276937
725	0.230086
726	0.2324492
727	0.2347874
728	0.2371
729	0.2393869
730	0.2416551
731	0.2438873
732	0.2460925
733	0.2482704
734	0.2504243
735	0.2525559
736	0.2546591
737	0.2567337
738	0.258779
739	0.2607803
740	0.262752
741	0.2646941
742	0.2666063
743	0.2684861
744	0.270334
745	0.2721517
746	0.2739389
747	0.2756949
748	0.2774159
749	0.2791062
750	0.2807657
751	0.2823943
752	0.2840026
753	0.2855868
754	0.2871401
755	0.2886625
756	0.2901543
757	0.2916258
758	0.2930666
759	0.2944766
760	0.2958561
761	0.2971996
762	0.2985164
763	0.2998032
764	0.30106
765	0.3022867
766	0.3034886
767	0.304663
768	0.3058077
769	0.3069229
770	0.3080087
771	0.3090538
772	0.3100684
773	0.3110535
774	0.3120094
775	0.3129346
776	0.3138188
777	0.3146741
778	0.3155007
779	0.3162987
780	0.3170717
781	0.3178266
782	0.3185533
783	0.3192522
784	0.3199233
785	0.3205659
786	0.3211792
787	0.3217652
788	0.322324
789	0.322856
790	0.3233634
791	0.3238491
792	0.3243083
793	0.3247413
794	0.3251482
795	0.3255262
796	0.3258702
797	0.3261886
798	0.3264816
799	0.3267494
800	0.3269906
801	0.3271975
802	0.3273797
803	0.3275373
804	0.3276704
805	0.3277794
806	0.32789
807	0.3279783
808	0.328043
809	0.3280842
810	0.328102
811	0.32811
812	0.328102
813	0.3280715
814	0.3280186
815	0.3279434
816	0.3278392
817	0.3276995
818	0.3275381
819	0.3273552
820	0.3271508
821	0.3269243
822	0.3266667
823	0.3263872
824	0.3260868
825	0.3257657
826	0.3254238
827	0.3250649
828	0.3246894
829	0.3242938
830	0.3238782
831	0.3234449
832	0.3229921
833	0.3225202
834	0.3220291
835	0.3215191
836	0.3209903
837	0.320443
838	0.3198772
839	0.3192931
840	0.3186909
841	0.3180677
842	0.3174265
843	0.3167674
844	0.3160907
845	0.3153965
846	0.314685
847	0.3139563
848	0.3132105
849	0.312448
850	0.3116687
851	0.310873
852	0.3100609
853	0.3092326
854	0.3083883
855	0.3075282
856	0.3066523
857	0.3057609
858	0.3048542
859	0.3039323
860	0.3029954
861	0.3020485
862	0.3010871
863	0.3001114
864	0.2991214
865	0.2981175
866	0.2970996
867	0.2960681
868	0.2950231
869	0.2939647
870	0.2928931
871	0.2918028
872	0.2906995
873	0.2895833
874	0.2884545
875	0.2873132
876	0.2861596
877	0.2849939
878	0.2838162
879	0.2826268
880	0.2814257
881	0.2802196
882	0.2790024
883	0.2777743
884	0.2765354
885	0.2752859
886	0.2740359
887	0.2727906
888	0.2715351
889	0.2702697
890	0.2689945
891	0.2677098
892	0.2664157
893	0.2651124
894	0.2638001
895	0.262479
896	0.2611492
897	0.2598109
898	0.2584644
899	0.2571098
900	0.2557473
901	0.2543696
902	0.2529843
903	0.2515915
904	0.2501916
905	0.2487846
906	0.2473708
907	0.2459503
908	0.2445234
909	0.2430902
910	0.241651
911	0.2402137
912	0.2387709
913	0.2373226
914	0.2358691
915	0.2344106
916	0.2329474
917	0.2314795
918	0.2300072
919	0.2285307
920	0.2270502
921	0.2255579
922	0.2240619
923	0.2225625
924	0.2210599
925	0.2195543
926	0.2180458
927	0.2165348
928	0.2150214
929	0.2135058
930	0.2119882
931	0.210477
932	0.2089643
933	0.2074501
934	0.2059348
935	0.2044186
936	0.2029017
937	0.2013843
938	0.1998665
939	0.1983486
940	0.1968309
941	0.1953134
942	0.1937965
943	0.1922803
944	0.190765
945	0.1892509
946	0.1877381
947	0.186227
948	0.1847175
949	0.18321
950	0.1817047
951	0.1801939
952	0.1786857
953	0.1771804
954	0.1756808
955	0.1741913
956	0.1727052
957	0.1712225
958	0.1697438
959	0.168269
960	0.1667985
961	0.1653399
962	0.163886
963	0.1624367
964	0.1609925
965	0.1595533
966	0.1581197
967	0.1566913
968	0.1552689
969	0.1538523
970	0.1524419
971	0.1510378
972	0.1496401
973	0.1482492
974	0.146865
975	0.145488
976	0.1441181
977	0.1427557
978	0.1414008
979	0.1400538
980	0.1387146
981	0.1373772
982	0.1360481
983	0.1347277
984	0.1334159
985	0.1321133
986	0.1308197
987	0.1295353
988	0.1282605
989	0.1269951
990	0.1257397
991	0.1244998
992	0.12327
993	0.1220501
994	0.1208406
995	0.1196413
996	0.1184527
997	0.1172746
998	0.1161075
999	0.1149512
1000	0.1138061
