Wavelength (nm)	Reflectance
742	0.1510425
744	0.1560178
746	0.1610227
748	0.1660419
750	0.1710649
752	0.1760938
754	0.1811308
756	0.1861456
758	0.1911466
760	0.1961083
762	0.2010016
764	0.2058452
766	0.2106338
768	0.2153655
770	0.2200266
772	0.2246057
774	0.2291023
776	0.2334994
778	0.2377963
780	0.2420035
782	0.2461366
784	0.2501716
786	0.2541035
788	0.2579317
790	0.2616581
792	0.2652907
794	0.2688171
796	0.2722223
798	0.2755112
800	0.2786902
802	0.2817413
804	0.284683
806	0.2875404
808	0.2903169
810	0.2929849
812	0.2955618
814	0.2980387
816	0.3004028
818	0.3026279
820	0.3047481
822	0.3067668
824	0.3086699
826	0.3104693
828	0.3121761
830	0.3137848
832	0.3152831
834	0.3166827
836	0.3179846
838	0.3191898
840	0.3202995
842	0.3213213
844	0.3222486
846	0.3230826
848	0.3238242
850	0.3244748
852	0.3250353
854	0.325507
856	0.3258911
858	0.3261886
860	0.3264007
862	0.326527
864	0.3265713
866	0.3265345
868	0.3264178
870	0.3262223
872	0.3259483
874	0.3255968
876	0.3251689
878	0.3246658
880	0.3240886
882	0.3234415
884	0.3227234
886	0.3219456
888	0.3211398
890	0.3202663
892	0.319326
894	0.3183201
896	0.3172496
898	0.3161155
900	0.3149191
902	0.3136541
904	0.312328
906	0.3109419
908	0.3094969
910	0.3079941
912	0.3064434
914	0.3048378
916	0.3031783
918	0.3014659
920	0.2997018
922	0.2978765
924	0.296001
926	0.2940765
928	0.292104
930	0.2900846
932	0.2880316
934	0.2859345
936	0.2837945
938	0.2816128
940	0.2793904
942	0.2771285
944	0.2748283
946	0.272491
948	0.2701178
950	0.2677097
952	0.2652537
954	0.2627681
956	0.2602692
958	0.2577397
960	0.2551811
962	0.2526097
964	0.2500121
966	0.2473893
968	0.2447428
970	0.2420737
972	0.2393833
974	0.2366731
976	0.2339441
978	0.2311978
980	0.2284354
982	0.2256422
984	0.2228354
986	0.2200166
988	0.2171869
990	0.2143478
992	0.2115171
994	0.2086798
996	0.2058373
998	0.2029909
1000	0.200142
1002	0.1973064
1004	0.194471
1006	0.191637
1008	0.1888059
1010	0.1859791
1012	0.1831578
1014	0.1803435
1016	0.1775375
1018	0.1747414
1020	0.1719561
1022	0.1691676
1024	0.166393
1026	0.1636338
1028	0.1608913
1030	0.1581668
1032	0.1554764
1034	0.1528063
1036	0.1501577
1038	0.1475319
1040	0.1449301
1042	0.1423536
1044	0.1398036
1046	0.1372811
1048	0.1347875
1050	0.132324
1052	0.129856
1054	0.1274166
1056	0.1250317
1058	0.1227122
1060	0.1204279
1062	0.1181798
1064	0.1159688
1066	0.1137959
1068	0.1116619
1070	0.1095679
1072	0.1075051
1074	0.1054845
1076	0.103507
1078	0.1015734
1080	0.0996844
1082	0.0978482
1084	0.0960573
1086	0.0943134
1088	0.0926177
1090	0.090969
1092	0.0893656
1094	0.08781
1096	0.0863035
1098	0.0848468
1100	0.0834394
1102	0.0820821
1104	0.0807747
1106	0.0795173
1108	0.0783104
1110	0.077154
1112	0.0760484
1114	0.0749936
1116	0.0739898
1118	0.0730369
1120	0.0721351
1122	0.0712844
1124	0.0704846
1126	0.0697358
1128	0.0690377
1130	0.0683904
1132	0.0677982
1134	0.0672575
1136	0.0667665
1138	0.0663245
1140	0.0659328
1142	0.0655893
1144	0.065295
1146	0.0650491
1148	0.0648513
1150	0.0647013
1152	0.0645984
1154	0.0645424
1156	0.0645326
1158	0.0645687
1160	0.06465
1162	0.064776
1164	0.0649462
1166	0.06516
1168	0.0654167
1170	0.0657158
1172	0.0660566
1174	0.0664385
1176	0.0668619
1178	0.0673268
1180	0.0678307
1182	0.0683706
1184	0.0689479
1186	0.0695629
1188	0.0702154
1190	0.0709034
1192	0.0716253
1194	0.0723811
1196	0.0731711
1198	0.0739948
1200	0.0748504
1202	0.0757515
1204	0.0766835
1206	0.077645
1208	0.0786352
1210	0.0796538
1212	0.0806858
1214	0.0817444
1216	0.0828299
1218	0.0839423
1220	0.085079
1222	0.0862366
1224	0.0874169
1226	0.0886192
1228	0.0898429
1230	0.0910873
1232	0.0923543
1234	0.0936409
1236	0.094946
1238	0.0962689
1240	0.097609
1242	0.0989629
1244	0.1003323
1246	0.1017179
1248	0.1031199
1250	0.1045358
1252	0.1059648
1254	0.1074064
1256	0.1088599
1258	0.1103247
1260	0.1118002
1262	0.1132859
1264	0.1147811
1266	0.1162852
1268	0.1177976
1270	0.1193179
1272	0.1208657
1274	0.1224204
1276	0.1239812
1278	0.1255473
1280	0.1271187
1282	0.1286751
1284	0.1302355
1286	0.131801
1288	0.1333718
1290	0.1349454
1292	0.1365213
1294	0.1380992
1296	0.1396772
1298	0.1412542
1300	0.1428318
1302	0.1444129
1304	0.1459942
1306	0.147575
1308	0.149155
1310	0.1507337
1312	0.1523109
1314	0.1538862
1316	0.1554593
1318	0.1570298
1320	0.1585975
1322	0.160162
1324	0.161723
1326	0.1632817
1328	0.1648385
1330	0.1663911
1332	0.1679357
1334	0.1694753
1336	0.1710097
1338	0.1725389
1340	0.1740625
1342	0.1755837
1344	0.1770992
1346	0.178608
1348	0.1801095
1350	0.1816044
1352	0.1831089
1354	0.1846061
1356	0.186097
1358	0.1875817
1360	0.1890588
1362	0.1905114
1364	0.1919563
1366	0.1933933
1368	0.1948222
1370	0.1962429
1372	0.1976553
1374	0.1990592
1376	0.2004546
1378	0.2018413
1380	0.2032192
1382	0.2045881
1384	0.2059481
1386	0.207299
1388	0.2086407
1390	0.2099732
1392	0.2112998
1394	0.2126174
1396	0.213924
1398	0.2152186
1400	0.2165037
1402	0.217779
1404	0.2190446
1406	0.220302
1408	0.2215519
1410	0.222792
1412	0.2240361
1414	0.2252701
1416	0.2264923
1418	0.2277017
1420	0.2289009
1422	0.2300799
1424	0.2312492
1426	0.2324083
1428	0.2335573
1430	0.2346961
1432	0.2358248
1434	0.2369432
1436	0.2380514
1438	0.2391494
1440	0.2402372
1442	0.2413147
1444	0.242382
1446	0.243439
1448	0.2444859
1450	0.2455225
1452	0.2465489
1454	0.2475651
1456	0.2485715
1458	0.2495685
1460	0.2505554
1462	0.2515336
1464	0.2525018
1466	0.2534588
1468	0.2544038
1470	0.2553388
1472	0.2562637
1474	0.2571786
1476	0.2580851
1478	0.2589842
1480	0.2598733
1482	0.2607626
1484	0.2616418
1486	0.2625092
1488	0.2633639
1490	0.2642086
1492	0.2650376
1494	0.2658572
1496	0.2666671
1498	0.2674673
1500	0.2682579
1502	0.269035
1504	0.2698021
1506	0.2705614
1508	0.2713137
1510	0.2720566
1512	0.27279
1514	0.273514
1516	0.2742292
1518	0.2749358
1520	0.2756332
1522	0.2763191
1524	0.2769955
1526	0.2776641
1528	0.2783257
1530	0.2789783
1532	0.2796293
1534	0.2802712
1536	0.2809031
1538	0.2815246
1540	0.2821371
1542	0.2827336
1544	0.2833213
1546	0.283902
1548	0.2844767
1550	0.2850427
1552	0.2855963
1554	0.2861409
1556	0.286677
1558	0.2872047
1560	0.287724
1562	0.2882389
1564	0.2887459
1566	0.2892446
1568	0.2897352
1570	0.2902176
1572	0.290688
1574	0.2911498
1576	0.2916054
1578	0.2920556
1580	0.2924979
1582	0.2929374
1584	0.293369
1586	0.2937909
1588	0.2942022
1590	0.2946056
1592	0.2950004
1594	0.295388
1596	0.2957681
1598	0.2961406
1600	0.2965057
1602	0.2968633
1604	0.2972136
1606	0.2975565
1608	0.2978922
1610	0.2982206
1612	0.2985417
1614	0.2988558
1616	0.2991627
1618	0.2994626
1620	0.2997554
1622	0.3000413
1624	0.3003202
1626	0.3005922
1628	0.3008574
1630	0.3011158
1632	0.3013705
1634	0.3016183
1636	0.3018611
1638	0.3020998
1640	0.3023317
1642	0.3025502
1644	0.3027618
1646	0.3029669
1648	0.3031656
1650	0.3033579
1652	0.3035479
1654	0.303732
1656	0.3039082
1658	0.3040754
1660	0.3042365
1662	0.3043954
1664	0.3045487
1666	0.3046943
1668	0.3048316
1670	0.3049629
1672	0.3050931
1674	0.3052176
1676	0.3053345
1678	0.3054431
1680	0.3055458
1682	0.3056454
1684	0.3057397
1686	0.3058265
1688	0.3059051
1690	0.3059781
1692	0.3060496
1694	0.306116
1696	0.306177
1698	0.3062325
1700	0.3062827
1702	0.3063281
1704	0.3063682
1706	0.306401
1708	0.3064258
1710	0.3064453
1712	0.3064632
1714	0.3064764
1716	0.3064845
1718	0.3064875
1720	0.3064856
1722	0.3064786
1724	0.3064667
1726	0.3064498
1728	0.3064281
1730	0.3064016
1732	0.3063702
1734	0.306334
1736	0.3062931
1738	0.3062475
1740	0.3061972
1742	0.3061418
1744	0.3060816
1746	0.3060167
1748	0.3059472
1750	0.305873
1752	0.3057951
1754	0.3057127
1756	0.3056259
1758	0.3055348
1760	0.3054392
1762	0.3053394
1764	0.3052353
1766	0.3051269
1768	0.3050143
1770	0.3048975
1772	0.3047792
1774	0.3046571
1776	0.304529
1778	0.3043942
1780	0.3042551
1782	0.3041135
1784	0.303968
1786	0.3038185
1788	0.303665
1790	0.3035077
1792	0.3033505
1794	0.3031899
1796	0.3030237
1798	0.3028511
1800	0.3026748
