Wavelength (nm)	Reflectance
604	0.2771024
606	0.2698284
608	0.2623657
610	0.2547608
612	0.2470917
614	0.2393291
616	0.2314901
618	0.2235704
620	0.2156233
622	0.207668
624	0.1997405
626	0.1918951
628	0.1841731
630	0.1765573
632	0.1690744
634	0.1617567
636	0.1546008
638	0.1476356
640	0.1409084
642	0.1344856
644	0.1283379
646	0.1224765
648	0.1169379
650	0.1117568
652	0.1069781
654	0.102591
656	0.0985994
658	0.0950276
660	0.0918587
662	0.0890805
664	0.0867342
666	0.0848222
668	0.0833445
670	0.0822934
672	0.0816642
674	0.08145
676	0.0816503
678	0.0822505
680	0.0832477
682	0.0846515
684	0.0864263
686	0.0885324
688	0.0909489
690	0.0936721
692	0.0966845
694	0.0999681
696	0.1035045
698	0.1072706
700	0.1112504
702	0.1154338
704	0.1197967
706	0.124319
708	0.1289819
710	0.1337549
712	0.1386292
714	0.1436189
716	0.1486915
718	0.1538402
720	0.1590416
722	0.1642946
724	0.1695579
726	0.1748205
728	0.1800702
730	0.1853079
732	0.1904987
734	0.195655
736	0.2007792
738	0.2058481
740	0.2108261
742	0.2157344
744	0.2205604
746	0.2253034
748	0.2299544
750	0.2345099
752	0.23898
754	0.2433741
756	0.2476662
758	0.2518728
760	0.2559721
762	0.2599472
764	0.2638159
766	0.2675779
768	0.2712363
770	0.2747811
772	0.278196
774	0.2814933
776	0.2846592
778	0.2876965
780	0.29062
782	0.2934495
784	0.2961625
786	0.2987563
788	0.3012327
790	0.3035966
792	0.3058581
794	0.3080063
796	0.3100279
798	0.3119297
800	0.3137195
802	0.3153798
804	0.3169316
806	0.3184014
808	0.3197939
810	0.3210815
812	0.3222917
814	0.3234073
816	0.3244159
818	0.3252915
820	0.3260694
822	0.3267455
824	0.3273142
826	0.3277879
828	0.3281781
830	0.3284797
832	0.3286882
834	0.3288078
836	0.3288397
838	0.3287852
840	0.3286455
842	0.3284212
844	0.3281132
846	0.3277227
848	0.3272511
850	0.3266995
852	0.3260691
854	0.3253612
856	0.324577
858	0.3237177
860	0.3227845
862	0.3217838
864	0.3207124
866	0.3195716
868	0.3183625
870	0.3170864
872	0.3157372
874	0.3143225
876	0.3128435
878	0.3113015
880	0.3096975
882	0.3080419
884	0.3063274
886	0.3045656
888	0.3027879
890	0.300955
892	0.299068
894	0.2971281
896	0.2951366
898	0.2930946
900	0.2910035
902	0.2888522
904	0.2866536
906	0.284409
908	0.2821196
910	0.2797868
912	0.2774251
914	0.275023
916	0.2725819
918	0.2701029
920	0.2675874
922	0.2650223
924	0.2624229
926	0.2597907
928	0.2571271
930	0.2544334
932	0.2517263
934	0.2489923
936	0.2462327
938	0.243449
940	0.2406425
942	0.2378147
944	0.2349671
946	0.2321011
948	0.2292183
950	0.2263199
952	0.2233911
954	0.2204528
956	0.2175207
958	0.2145787
960	0.2116285
962	0.2086882
964	0.2057428
966	0.2027938
968	0.1998428
970	0.1968911
972	0.1939405
974	0.1909923
976	0.1880481
978	0.1851095
980	0.1821779
982	0.1792389
984	0.1763101
986	0.1733933
988	0.1704897
990	0.167601
992	0.1647439
994	0.1619043
996	0.1590837
998	0.1562835
1000	0.1535052
1002	0.1507634
1004	0.1480461
1006	0.1453546
1008	0.1426904
1010	0.1400547
1012	0.1374488
1014	0.1348741
1016	0.1323318
1018	0.1298232
1020	0.1273494
1022	0.1248997
1024	0.1224877
1026	0.1201148
1028	0.1177819
1030	0.1154901
1032	0.1132508
1034	0.111054
1036	0.1089007
1038	0.1067918
1040	0.1047282
1042	0.1027108
1044	0.1007403
1046	0.0988176
1048	0.0969433
1050	0.0951183
1052	0.0933111
1054	0.091551
1056	0.0898612
1058	0.088251
1060	0.0866928
1062	0.0851869
1064	0.0837339
1066	0.0823341
1068	0.0809877
1070	0.0796952
1072	0.0784542
1074	0.0772684
1076	0.0761378
1078	0.0750627
1080	0.0740431
1082	0.0730795
1084	0.0721705
1086	0.0713174
1088	0.0705205
1090	0.0697782
1092	0.0690882
1094	0.0684523
1096	0.067871
1098	0.0673445
1100	0.0668714
1102	0.066452
1104	0.0660855
1106	0.0657714
1108	0.0655094
1110	0.0652989
1112	0.0651397
1114	0.0650311
1116	0.0649726
1118	0.0649638
1120	0.065004
1122	0.0650927
1124	0.0652292
1126	0.0654129
1128	0.0656433
1130	0.0659195
1132	0.0662528
1134	0.0666316
1136	0.0670538
1138	0.0675181
1140	0.0680253
1142	0.068566
1144	0.0691478
1146	0.0697695
1148	0.0704305
1150	0.0711298
1152	0.0718667
1154	0.0726404
1156	0.0734501
1158	0.0742949
1160	0.0751739
1162	0.0760865
1164	0.0770317
1166	0.0780086
1168	0.0790166
1170	0.0800547
1172	0.081122
1174	0.0822178
1176	0.0833424
1178	0.0844955
1180	0.0856746
1182	0.0868763
1184	0.088102
1186	0.089352
1188	0.090626
1190	0.0919219
1192	0.0932379
1194	0.0945741
1196	0.0959307
1198	0.0973074
1200	0.0987021
1202	0.1001321
1204	0.1015789
1206	0.1030411
1208	0.104518
1210	0.1060094
1212	0.1074972
1214	0.1089981
1216	0.1105125
1218	0.1120403
1220	0.1135791
1222	0.1151254
1224	0.1166809
1226	0.1182455
1228	0.1198184
1230	0.1213991
1232	0.1229899
1234	0.1245877
1236	0.1261915
1238	0.1278007
1240	0.1294149
1242	0.1310306
1244	0.1326498
1246	0.1342736
1248	0.1359023
1250	0.1375334
1252	0.1391664
1254	0.1408007
1256	0.1424361
1258	0.144072
1260	0.1457079
1262	0.1473435
1264	0.1489784
1266	0.1506121
1268	0.1522442
1270	0.1538744
1272	0.1555225
1274	0.157168
1276	0.1588102
1278	0.1604484
1280	0.1620829
1282	0.163694
1284	0.1653006
1286	0.1669041
1288	0.1685048
1290	0.1701003
1292	0.1716904
1294	0.1732748
1296	0.1748517
1298	0.1764202
1300	0.1779821
1302	0.1795407
1304	0.1810928
1306	0.1826378
1308	0.1841754
1310	0.1857054
1312	0.1872278
1314	0.1887422
1316	0.1902485
1318	0.1917466
1320	0.1932362
1322	0.1947172
1324	0.1961895
1326	0.1976545
1328	0.1991127
1330	0.2005618
1332	0.201998
1334	0.2034246
1336	0.2048416
1338	0.206249
1340	0.2076467
1342	0.209038
1344	0.2104199
1346	0.2117911
1348	0.2131512
1350	0.2145012
1352	0.215855
1354	0.2171982
1356	0.2185317
1358	0.219856
1360	0.2211696
1362	0.2224581
1364	0.223736
1366	0.2250033
1368	0.2262599
1370	0.2275058
1372	0.2287409
1374	0.2299651
1376	0.2311786
1378	0.2323812
1380	0.2335729
1382	0.2347537
1384	0.2359236
1386	0.2370825
1388	0.2382305
1390	0.2393676
1392	0.2404974
1394	0.2416165
1396	0.2427232
1398	0.2438164
1400	0.2448986
1402	0.2459699
1404	0.2470303
1406	0.2480813
1408	0.2491239
1410	0.2501556
1412	0.2511878
1414	0.2522088
1416	0.2532171
1418	0.2542119
1420	0.2551955
1422	0.2561612
1424	0.2571164
1426	0.2580609
1428	0.2589947
1430	0.2599178
1432	0.2608303
1434	0.2617321
1436	0.2626233
1438	0.263504
1440	0.2643741
1442	0.2652338
1444	0.2660829
1446	0.2669217
1448	0.26775
1450	0.2685681
1452	0.2693758
1454	0.2701732
1456	0.2709609
1458	0.2717392
1460	0.2725073
1462	0.2732669
1464	0.2740166
1466	0.2747551
1468	0.2754819
1470	0.2761987
1472	0.2769056
1474	0.2776027
1476	0.2782918
1478	0.2789737
1480	0.2796459
1482	0.2803159
1484	0.2809762
1486	0.281625
1488	0.2822615
1490	0.2828883
1492	0.2835025
1494	0.2841077
1496	0.2847037
1498	0.2852904
1500	0.2858679
1502	0.2864323
1504	0.2869872
1506	0.2875348
1508	0.288076
1510	0.2886083
1512	0.2891316
1514	0.2896462
1516	0.2901524
1518	0.2906507
1520	0.2911403
1522	0.2916189
1524	0.2920886
1526	0.2925513
1528	0.2930075
1530	0.2934553
1532	0.2938998
1534	0.2943358
1536	0.2947624
1538	0.2951793
1540	0.2955879
1542	0.2959835
1544	0.296371
1546	0.2967522
1548	0.2971281
1550	0.2974961
1552	0.2978523
1554	0.2982001
1556	0.2985402
1558	0.2988726
1560	0.2991973
1562	0.2995183
1564	0.2998322
1566	0.3001385
1568	0.3004374
1570	0.3007288
1572	0.3010089
1574	0.3012812
1576	0.301548
1578	0.3018102
1580	0.3020652
1582	0.302316
1584	0.3025595
1586	0.3027941
1588	0.3030189
1590	0.3032365
1592	0.3034485
1594	0.3036541
1596	0.3038529
1598	0.3040449
1600	0.3042302
1602	0.3044088
1604	0.3045808
1606	0.3047462
1608	0.304905
1610	0.3050574
1612	0.3052033
1614	0.3053428
1616	0.3054759
1618	0.3056027
1620	0.3057233
1622	0.3058376
1624	0.3059457
1626	0.3060477
1628	0.3061436
1630	0.3062335
1632	0.3063184
1634	0.3063972
1636	0.3064718
1638	0.306543
1640	0.3066082
1642	0.3066627
1644	0.3067109
1646	0.3067535
1648	0.3067904
1650	0.3068216
1652	0.3068513
1654	0.3068758
1656	0.306893
1658	0.3069021
1660	0.3069057
1662	0.306908
1664	0.3069053
1666	0.3068957
1668	0.3068784
1670	0.3068559
1672	0.3068312
1674	0.3068015
1676	0.3067651
1678	0.306721
1680	0.3066717
1682	0.3066218
1684	0.3065673
1686	0.3065061
1688	0.3064373
1690	0.3063637
1692	0.3062892
1694	0.3062103
1696	0.3061267
1698	0.3060384
1700	0.3059454
1702	0.3058467
1704	0.3057433
1706	0.3056334
1708	0.3055161
1710	0.3053943
1712	0.3052731
1714	0.305148
1716	0.3050184
1718	0.3048844
1720	0.3047461
1722	0.3046035
1724	0.3044566
1726	0.3043054
1728	0.30415
1730	0.3039905
1732	0.3038268
1734	0.3036589
1736	0.303487
1738	0.303311
1740	0.303131
1742	0.302945
1744	0.3027549
1746	0.3025608
1748	0.3023627
1750	0.3021607
1752	0.301957
1754	0.3017494
1756	0.3015381
1758	0.301323
1760	0.3011043
1762	0.3008818
1764	0.3006556
1766	0.3004259
1768	0.3001925
1770	0.2999556
1772	0.2997164
1774	0.2994741
1776	0.2992265
1778	0.2989726
1780	0.2987152
1782	0.2984573
1784	0.298196
1786	0.2979313
1788	0.2976633
1790	0.297392
1792	0.2971215
1794	0.2968481
1796	0.2965698
1798	0.2962856
1800	0.2959983
