Wavelength (nm)	Reflectance
1142	0.0762737
1144	0.0772352
1146	0.0782297
1148	0.0792563
1150	0.0803142
1152	0.0814024
1154	0.0825201
1156	0.0836664
1158	0.0848404
1160	0.0860412
1162	0.087268
1164	0.0885199
1166	0.0897961
1168	0.0910957
1170	0.0924179
1172	0.0937618
1174	0.0951266
1176	0.0965127
1178	0.0979199
1180	0.0993456
1182	0.1007863
1184	0.1022436
1186	0.1037178
1188	0.1052088
1190	0.1067143
1192	0.1082327
1194	0.1097641
1196	0.1113088
1198	0.1128665
1200	0.1144353
1202	0.1160334
1204	0.1176413
1206	0.1192577
1208	0.1208819
1210	0.122514
1212	0.1241353
1214	0.1257632
1216	0.1273983
1218	0.1290407
1220	0.1306879
1222	0.1323364
1224	0.1339882
1226	0.135643
1228	0.1373005
1230	0.1389601
1232	0.1406243
1234	0.1422899
1236	0.1439563
1238	0.1456227
1240	0.147289
1242	0.1489514
1244	0.1506124
1246	0.1522732
1248	0.1539341
1250	0.1555928
1252	0.1572487
1254	0.1589015
1256	0.1605509
1258	0.1621965
1260	0.1638379
1262	0.165475
1264	0.1671072
1266	0.1687343
1268	0.170356
1270	0.1719721
1272	0.1736018
1274	0.1752254
1276	0.1768421
1278	0.1784514
1280	0.1800536
1282	0.1816299
1284	0.1831986
1286	0.1847611
1288	0.186318
1290	0.1878669
1292	0.1894075
1294	0.1909397
1296	0.1924618
1298	0.1939728
1300	0.1954747
1302	0.1969711
1304	0.1984586
1306	0.1999367
1308	0.2014052
1310	0.2028641
1312	0.2043132
1314	0.2057524
1316	0.2071816
1318	0.2086006
1320	0.2100094
1322	0.2114078
1324	0.2127959
1326	0.214175
1328	0.2155459
1330	0.2169061
1332	0.218252
1334	0.2195867
1336	0.2209106
1338	0.2222236
1340	0.2235256
1342	0.2248201
1344	0.226104
1346	0.2273761
1348	0.2286361
1350	0.229885
1352	0.2311353
1354	0.2323741
1356	0.2336024
1358	0.2348206
1360	0.2360272
1362	0.2372094
1364	0.2383803
1366	0.2395398
1368	0.240688
1370	0.2418248
1372	0.2429503
1374	0.2440644
1376	0.2451672
1378	0.2462586
1380	0.2473387
1382	0.2484074
1384	0.2494649
1386	0.250511
1388	0.2515458
1390	0.2525694
1392	0.2535854
1394	0.2545906
1396	0.255583
1398	0.2565617
1400	0.2575292
1402	0.2584856
1404	0.2594308
1406	0.2603667
1408	0.2612941
1410	0.2622105
1412	0.2631259
1414	0.2640301
1416	0.2649215
1418	0.2657993
1420	0.266666
1422	0.2675161
1424	0.2683558
1426	0.2691849
1428	0.2700034
1430	0.2708112
1432	0.2716085
1434	0.2723952
1436	0.2731715
1438	0.2739373
1440	0.2746927
1442	0.2754378
1444	0.2761725
1446	0.2768971
1448	0.2776114
1450	0.2783156
1452	0.2790096
1454	0.2796936
1456	0.2803681
1458	0.2810335
1460	0.2816889
1462	0.2823361
1464	0.2829736
1466	0.2836002
1468	0.2842152
1470	0.2848206
1472	0.2854165
1474	0.2860028
1476	0.2865813
1478	0.287153
1480	0.2877153
1482	0.2882746
1484	0.2888243
1486	0.2893629
1488	0.2898896
1490	0.2904069
1492	0.2909132
1494	0.2914109
1496	0.2918996
1498	0.2923795
1500	0.2928505
1502	0.2933088
1504	0.293758
1506	0.2942002
1508	0.2946364
1510	0.295064
1512	0.2954831
1514	0.2958938
1516	0.2962965
1518	0.2966917
1520	0.2970786
1522	0.2974548
1524	0.2978226
1526	0.2981837
1528	0.2985387
1530	0.2988858
1532	0.2992287
1534	0.2995636
1536	0.2998895
1538	0.3002061
1540	0.3005147
1542	0.300812
1544	0.3011016
1546	0.3013853
1548	0.301664
1550	0.3019353
1552	0.3021951
1554	0.302447
1556	0.3026916
1558	0.3029289
1560	0.3031588
1562	0.3033856
1564	0.3036056
1566	0.3038184
1568	0.3040242
1570	0.304223
1572	0.3044108
1574	0.3045913
1576	0.3047666
1578	0.3049377
1580	0.3051021
1582	0.3052616
1584	0.3054143
1586	0.3055585
1588	0.3056932
1590	0.3058213
1592	0.3059451
1594	0.3060629
1596	0.3061743
1598	0.3062793
1600	0.3063781
1602	0.3064705
1604	0.3065567
1606	0.3066367
1608	0.3067106
1610	0.3067784
1612	0.3068401
1614	0.3068958
1616	0.3069456
1618	0.3069894
1620	0.3070274
1622	0.3070595
1624	0.3070858
1626	0.3071064
1628	0.3071212
1630	0.3071304
1632	0.3071342
1634	0.3071322
1636	0.3071264
1638	0.3071176
1640	0.3071032
1642	0.3070793
1644	0.3070497
1646	0.3070147
1648	0.3069744
1650	0.3069288
1652	0.306882
1654	0.3068305
1656	0.3067721
1658	0.3067059
1660	0.3066346
1662	0.3065623
1664	0.3064854
1666	0.306402
1668	0.3063112
1670	0.3062156
1672	0.3061174
1674	0.3060146
1676	0.3059053
1678	0.3057888
1680	0.3056675
1682	0.3055467
1684	0.3054217
1686	0.3052903
1688	0.3051518
1690	0.3050087
1692	0.3048651
1694	0.3047175
1696	0.3045655
1698	0.3044091
1700	0.3042484
1702	0.3040816
1704	0.3039105
1706	0.3037332
1708	0.303549
1710	0.3033604
1712	0.3031737
1714	0.3029833
1716	0.3027888
1718	0.3025903
1720	0.3023877
1722	0.3021812
1724	0.3019708
1726	0.3017564
1728	0.3015381
1730	0.301316
1732	0.3010901
1734	0.3008604
1736	0.3006269
1738	0.3003897
1740	0.3001488
1742	0.2999016
1744	0.2996506
1746	0.299396
1748	0.2991377
1750	0.2988757
1752	0.2986131
1754	0.298347
1756	0.2980774
1758	0.2978044
1760	0.2975279
1762	0.2972482
1764	0.296965
1766	0.2966786
1768	0.2963889
1770	0.2960959
1772	0.2958004
1774	0.2955021
1776	0.2951987
1778	0.2948895
1780	0.2945771
1782	0.294265
1784	0.2939498
1786	0.2936316
1788	0.2933104
1790	0.2929862
1792	0.292663
1794	0.2923373
1796	0.2920069
1798	0.2916711
1800	0.2913324
