1800.000000	30.805546
1798.000000	30.823244
1796.000000	30.813151
1794.000000	30.887240
1792.000000	30.976817
1790.000000	31.043162
1788.000000	31.077322
1786.000000	31.074292
1784.000000	31.080941
1782.000000	31.084266
1780.000000	31.104252
1778.000000	31.205551
1776.000000	31.253925
1774.000000	31.267984
1772.000000	31.320072
1770.000000	31.327825
1768.000000	31.339459
1766.000000	31.354181
1764.000000	31.389499
1762.000000	31.426869
1760.000000	31.452577
1758.000000	31.493308
1756.000000	31.493673
1754.000000	31.549959
1752.000000	31.580198
1750.000000	31.591573
1748.000000	31.577840
1746.000000	31.626072
1744.000000	31.669433
1742.000000	31.662882
1740.000000	31.662919
1738.000000	31.733408
1736.000000	31.744136
1734.000000	31.789854
1732.000000	31.766710
1730.000000	31.802044
1728.000000	31.855490
1726.000000	31.904440
1724.000000	31.917990
1722.000000	31.926117
1720.000000	31.906587
1718.000000	31.975227
1716.000000	32.056000
1714.000000	32.041757
1712.000000	32.017275
1710.000000	32.038214
1708.000000	32.097130
1706.000000	32.113494
1704.000000	32.090325
1702.000000	32.118849
1700.000000	32.093016
1698.000000	32.104335
1696.000000	32.174283
1694.000000	32.204012
1692.000000	32.211533
1690.000000	32.232863
1688.000000	32.214065
1686.000000	32.236322
1684.000000	32.238796
1682.000000	32.318795
1680.000000	32.341656
1678.000000	32.332458
1676.000000	32.280399
1674.000000	32.359370
1672.000000	32.369498
1670.000000	32.308454
1668.000000	32.306157
1666.000000	32.325786
1664.000000	32.353158
1662.000000	32.407368
1660.000000	32.413804
1658.000000	32.429132
1656.000000	32.440315
1654.000000	32.420040
1652.000000	32.509166
1650.000000	32.517911
1648.000000	32.486516
1646.000000	32.452350
1644.000000	32.406712
1642.000000	32.404795
1640.000000	32.434420
1638.000000	32.444549
1636.000000	32.452384
1634.000000	32.481492
1632.000000	32.557586
1630.000000	32.555673
1628.000000	32.539440
1626.000000	32.506443
1624.000000	32.519812
1622.000000	32.578712
1620.000000	32.575281
1618.000000	32.576350
1616.000000	32.600202
1614.000000	32.567261
1612.000000	32.518741
1610.000000	32.519906
1608.000000	32.517917
1606.000000	32.515383
1604.000000	32.505935
1602.000000	32.524563
1600.000000	32.535185
1598.000000	32.458000
1596.000000	32.406715
1594.000000	32.375072
1592.000000	32.355462
1590.000000	32.341884
1588.000000	32.341169
1586.000000	32.357595
1584.000000	32.374388
1582.000000	32.377948
1580.000000	32.368186
1578.000000	32.331985
1576.000000	32.303520
1574.000000	32.258208
1572.000000	32.220467
1570.000000	32.210350
1568.000000	32.240068
1566.000000	32.236965
1564.000000	32.176465
1562.000000	32.191338
1560.000000	32.174114
1558.000000	32.069768
1556.000000	32.020268
1554.000000	32.010687
1552.000000	31.997011
1550.000000	31.977835
1548.000000	31.944726
1546.000000	31.908582
1544.000000	31.899427
1542.000000	31.883049
1540.000000	31.861007
1538.000000	31.895576
1536.000000	31.921742
1534.000000	31.871195
1532.000000	31.816199
1530.000000	31.716638
1528.000000	31.628975
1526.000000	31.623251
1524.000000	31.629492
1522.000000	31.589492
1520.000000	31.559148
1518.000000	31.549934
1516.000000	31.512471
1514.000000	31.469526
1512.000000	31.418149
1510.000000	31.365492
1508.000000	31.340212
1506.000000	31.291296
1504.000000	31.239872
1502.000000	31.153510
1500.000000	31.076266
1498.000000	31.054902
1496.000000	31.020508
1494.000000	30.972944
1492.000000	30.937503
1490.000000	30.892472
1488.000000	30.868225
1486.000000	30.789074
1484.000000	30.695380
1482.000000	30.647342
1480.000000	30.628930
1478.000000	30.583671
1476.000000	30.526149
1474.000000	30.467145
1472.000000	30.411519
1470.000000	30.357820
1468.000000	30.279763
1466.000000	30.199041
1464.000000	30.155524
1462.000000	30.128656
1460.000000	30.089930
1458.000000	30.025721
1456.000000	29.927855
1454.000000	29.837134
1452.000000	29.771491
1450.000000	29.703293
1448.000000	29.629975
1446.000000	29.565673
1444.000000	29.501339
1442.000000	29.425570
1440.000000	29.343356
1438.000000	29.262946
1436.000000	29.180187
1434.000000	29.104701
1432.000000	29.023925
1430.000000	28.936301
1428.000000	28.860024
1426.000000	28.802294
1424.000000	28.716123
1422.000000	28.603674
1420.000000	28.531761
1418.000000	28.447052
1416.000000	28.361127
1414.000000	28.299981
1412.000000	28.189483
1410.000000	28.133508
1408.000000	28.099276
1406.000000	27.935910
1404.000000	27.720412
1402.000000	27.632339
1400.000000	27.633601
1398.000000	27.471022
1396.000000	27.348712
1394.000000	27.208178
1392.000000	27.047270
1390.000000	26.957043
1388.000000	26.994020
1386.000000	27.014292
1384.000000	26.971567
1382.000000	26.780312
1380.000000	26.378376
1378.000000	26.162097
1376.000000	26.223256
1374.000000	26.329949
1372.000000	26.388517
1370.000000	26.300533
1368.000000	26.018831
1366.000000	25.680905
1364.000000	25.583890
1362.000000	25.485878
1360.000000	25.251170
1358.000000	25.107696
1356.000000	25.084832
1354.000000	25.072089
1352.000000	24.913337
1350.000000	24.750423
1348.000000	24.635342
1346.000000	24.513175
1344.000000	24.405253
1342.000000	24.281643
1340.000000	24.157737
1338.000000	24.012979
1336.000000	23.874171
1334.000000	23.725372
1332.000000	23.566052
1330.000000	23.439145
1328.000000	23.325304
1326.000000	23.204513
1324.000000	23.076901
1322.000000	22.918902
1320.000000	22.729391
1318.000000	22.576363
1316.000000	22.446730
1314.000000	22.274516
1312.000000	22.103659
1310.000000	21.962616
1308.000000	21.819692
1306.000000	21.657543
1304.000000	21.499033
1302.000000	21.355589
1300.000000	21.207090
1298.000000	21.066116
1296.000000	20.906726
1294.000000	20.742053
