n anno mese giorno hum_int time RH_raw RH_true temp_int temp_corr
63 2022 12 15 44658.80 25.414741 1813 58.90 6237 22.77
64 2022 12 15 44659.00 25.434982 1813 58.90 6237 22.77
65 2022 12 15 44659.40 25.834982 1813 58.90 6236 22.76
66 2022 12 15 44660.00 26.255189 1813 58.90 6237 22.77
67 2022 12 15 44660.40 26.655189 1813 58.90 6237 22.77
68 2022 12 15 44661.00 27.075418 1813 58.90 6237 22.77
69 2022 12 15 44661.40 27.475418 1813 58.90 6238 22.78
70 2022 12 15 44661.80 27.875418 1813 58.90 6238 22.78
71 2022 12 15 44662.40 28.295723 1813 58.90 6237 22.77
72 2022 12 15 44662.80 28.695723 1813 58.90 6236 22.76
73 2022 12 15 44662.40 29.116004 1813 58.90 6237 22.77
74 2022 12 15 44662.80 29.516004 1813 58.90 6238 22.78
75 2022 12 15 44663.40 29.936284 1812 58.87 6238 22.78
76 2022 12 15 44663.80 30.336284 1813 58.90 6238 22.78
77 2022 12 15 44664.40 30.756924 1812 58.87 6238 22.78
78 2022 12 15 44664.80 31.156924 1813 58.90 6238 22.78
79 2022 12 15 44665.00 31.177462 1812 58.87 6237 22.77
80 2022 12 15 44665.40 31.577462 1812 58.87 6238 22.78
81 2022 12 15 44666.00 31.997752 1813 58.90 6238 22.78
82 2022 12 15 44666.40 32.397752 1812 58.87 6238 22.78
83 2022 12 15 44666.80 32.797752 1813 58.90 6238 22.78
84 2022 12 15 44667.40 33.218342 1813 58.90 6238 22.78
85 2022 12 15 44667.80 33.618342 1812 58.87 6237 22.77
86 2022 12 15 44667.40 34.038912 1813 58.90 6237 22.77
87 2022 12 15 44667.80 34.438912 1812 58.87 6239 22.79
88 2022 12 15 44668.40 34.859393 1813 58.90 6238 22.78
89 2022 12 15 44668.80 35.259393 1812 58.87 6237 22.77
90 2022 12 15 44669.40 35.679670 1812 58.87 6238 22.78
91 2022 12 15 44669.80 36.079670 1812 58.87 6238 22.78
92 2022 12 15 44670.40 36.500204 1812 58.87 6236 22.76
93 2022 12 15 44670.80 36.900204 1812 58.87 6237 22.77
94 2022 12 15 44671.00 36.920404 1812 58.87 6238 22.78
95 2022 12 15 44671.40 37.320404 1813 58.90 6238 22.78
96 2022 12 15 44671.00 37.740733 1812 58.87 6238 22.78
97 2022 12 15 44671.40 38.140733 1812 58.87 6238 22.78
98 2022 12 15 44671.80 38.540733 1812 58.87 6239 22.79
99 2022 12 15 44672.40 38.961164 1812 58.87 6238 22.78
100 2022 12 15 44672.80 39.361164 1812 58.87 6238 22.78
101 2022 12 15 44673.40 39.781647 1812 58.87 6237 22.77
102 2022 12 15 44673.80 40.181647 1812 58.87 6239 22.79
103 2022 12 15 44674.40 40.601916 1812 58.87 6238 22.78
104 2022 12 15 44674.80 41.001916 1812 58.87 6238 22.78
105 2022 12 15 44675.40 41.422389 1812 58.87 6238 22.78
106 2022 12 15 44675.80 41.822389 1812 58.87 6238 22.78
107 2022 12 15 44676.40 42.242905 1812 58.87 6238 22.78
108 2022 12 15 44676.80 42.642905 1812 58.87 6238 22.78
109 2022 12 15 44676.00 42.663172 1812 58.87 6238 22.78
110 2022 12 15 44676.40 43.063172 1812 58.87 6237 22.77
111 2022 12 15 44677.00 43.483810 1812 58.87 6238 22.78
112 2022 12 15 44677.40 43.883810 1812 58.87 6238 22.78
113 2022 12 15 44677.80 44.283810 1812 58.87 6239 22.79
114 2022 12 15 44678.40 44.704193 1812 58.87 6237 22.77
115 2022 12 15 44678.80 45.104193 1812 58.87 6238 22.78
116 2022 12 15 44679.40 45.524727 1812 58.87 6238 22.78
117 2022 12 15 44679.80 45.924727 1812 58.87 6238 22.78
118 2022 12 15 44680.40 46.344988 1812 58.87 6238 22.78
119 2022 12 15 44680.80 46.744988 1812 58.87 6237 22.77
120 2022 12 15 44680.40 47.165440 1813 58.90 6238 22.78
121 2022 12 15 44680.80 47.565440 1812 58.87 6238 22.78
122 2022 12 15 44681.40 47.985928 1812 58.87 6237 22.77
123 2022 12 15 44681.80 48.385928 1813 58.90 6238 22.78
124 2022 12 15 44682.00 48.406389 1812 58.87 6239 22.79
125 2022 12 15 44682.40 48.806389 1812 58.87 6238 22.78
126 2022 12 15 44683.00 49.226965 1812 58.87 6238 22.78
127 2022 12 15 44683.40 49.626965 1812 58.87 6238 22.78
128 2022 12 15 44683.80 50.026965 1813 58.90 6239 22.79
129 2022 12 15 44684.40 50.447500 1812 58.87 6238 22.78
130 2022 12 15 44684.80 50.847500 1812 58.87 6239 22.79
131 2022 12 15 44685.40 51.267996 1813 58.90 6238 22.78
132 2022 12 15 44685.80 51.667996 1812 58.87 6238 22.78
133 2022 12 15 44685.40 52.088270 1813 58.90 6238 22.78
134 2022 12 15 44685.80 52.488270 1812 58.87 6237 22.77
135 2022 12 15 44686.40 52.908916 1812 58.87 6238 22.78
136 2022 12 15 44686.80 53.308916 1812 58.87 6238 22.78
137 2022 12 15 44687.40 53.729363 1812 58.87 6239 22.79
138 2022 12 15 44687.80 54.129363 1812 58.87 6238 22.78
139 2022 12 15 44688.00 54.149860 1812 58.87 6238 22.78
140 2022 12 15 44688.40 54.549860 1812 58.87 6238 22.78
141 2022 12 15 44688.80 54.949860 1812 58.87 6238 22.78
142 2022 12 15 44689.40 55.370116 1812 58.87 6239 22.79
143 2022 12 15 44689.80 55.770116 1812 58.87 6238 22.78
144 2022 12 15 44689.40 56.190609 1812 58.87 6239 22.79
145 2022 12 15 44689.80 56.590609 1812 58.87 6239 22.79
146 2022 12 15 44690.40 57.011067 1812 58.87 6238 22.78
147 2022 12 15 44690.80 57.411067 1812 58.87 6238 22.78
148 2022 12 15 44691.40 57.831664 1813 58.90 6239 22.79
149 2022 12 15 44691.80 58.231664 1812 58.87 6238 22.78
150 2022 12 15 44692.40 58.652245 1812 58.87 6238 22.78
151 2022 12 15 44692.80 59.052245 1812 58.87 6238 22.78
152 2022 12 15 44693.00 59.072665 1812 58.87 6238 22.78
153 2022 12 15 44693.40 59.472665 1812 58.87 6238 22.78
154 2022 12 15 44694.00 59.893229 1813 58.90 6238 22.78
155 2022 12 15 44694.40 60.293229 1813 58.90 6239 22.79
156 2022 12 15 44694.80 60.693229 1812 58.87 6238 22.78
157 2022 12 15 44694.40 61.113900 1812 58.87 6238 22.78
158 2022 12 15 44694.80 61.513900 1812 58.87 6238 22.78
159 2022 12 15 44695.40 61.934490 1812 58.87 6238 22.78
160 2022 12 15 44695.80 62.334490 1813 58.90 6239 22.79
161 2022 12 15 44696.40 62.755018 1812 58.87 6238 22.78
162 2022 12 15 44696.80 63.155018 1812 58.87 6238 22.78
163 2022 12 15 44697.40 63.575560 1813 58.90 6238 22.78
164 2022 12 15 44697.80 63.975560 1812 58.87 6238 22.78
165 2022 12 15 44698.40 64.396141 1812 58.87 6238 22.78
166 2022 12 15 44698.80 64.796141 1812 58.87 6239 22.79
167 2022 12 15 44699.00 64.816582 1813 58.90 6239 22.79
168 2022 12 15 44699.40 65.216582 1812 58.87 6238 22.78
169 2022 12 15 44699.00 65.636844 1812 58.87 6238 22.78
170 2022 12 15 44699.40 66.036844 1812 58.87 6238 22.78
171 2022 12 15 44699.80 66.436844 1812 58.87 6238 22.78
172 2022 12 15 44700.40 66.857115 1812 58.87 6238 22.78
173 2022 12 15 44700.80 67.257115 1812 58.87 6239 22.79
174 2022 12 15 44701.40 67.677353 1813 58.90 6238 22.78
175 2022 12 15 44701.80 68.077353 1812 58.87 6238 22.78
176 2022 12 15 44702.40 68.497605 1812 58.87 6238 22.78
177 2022 12 15 44702.80 68.897605 1812 58.87 6237 22.77
178 2022 12 15 44703.40 69.317875 1813 58.90 6238 22.78
179 2022 12 15 44703.80 69.717875 1813 58.90 6239 22.79
180 2022 12 15 44703.40 70.138115 1812 58.87 6237 22.77
181 2022 12 15 44703.80 70.538115 1813 58.90 6239 22.79
182 2022 12 15 44704.00 70.558385 1812 58.87 6238 22.78
183 2022 12 15 44704.40 70.958385 1812 58.87 6238 22.78
184 2022 12 15 44705.00 71.379021 1812 58.87 6238 22.78
185 2022 12 15 44705.40 71.779021 1812 58.87 6237 22.77
186 2022 12 15 44705.80 72.179021 1812 58.87 6238 22.78
187 2022 12 15 44706.40 72.599612 1813 58.90 6238 22.78
188 2022 12 15 44706.80 72.999612 1812 58.87 6238 22.78
189 2022 12 15 44707.40 73.420112 1813 58.90 6238 22.78
190 2022 12 15 44707.80 73.820112 1813 58.90 6238 22.78
191 2022 12 15 44708.40 74.240613 1812 58.87 6238 22.78
192 2022 12 15 44708.80 74.640613 1812 58.87 6239 22.79
193 2022 12 15 44708.40 75.061178 1812 58.87 6238 22.78
194 2022 12 15 44708.80 75.461178 1813 58.90 6238 22.78
195 2022 12 15 44709.40 75.881823 1813 58.90 6237 22.77
196 2022 12 15 44709.80 76.281823 1813 58.90 6238 22.78
197 2022 12 15 44710.00 76.302486 1813 58.90 6238 22.78
198 2022 12 15 44710.40 76.702486 1812 58.87 6237 22.77
199 2022 12 15 44711.00 77.123014 1813 58.90 6238 22.78
200 2022 12 15 44711.40 77.523014 1812 58.87 6238 22.78
201 2022 12 15 44711.80 77.923014 1812 58.87 6238 22.78
202 2022 12 15 44712.40 78.343636 1812 58.87 6238 22.78
203 2022 12 15 44712.80 78.743636 1812 58.87 6238 22.78
204 2022 12 15 44712.40 79.163913 1812 58.87 6238 22.78
205 2022 12 15 44712.80 79.563913 1812 58.87 6238 22.78
206 2022 12 15 44713.40 79.984316 1812 58.87 6237 22.77
207 2022 12 15 44713.80 80.384316 1812 58.87 6238 22.78
208 2022 12 15 44714.40 80.804778 1812 58.87 6238 22.78
209 2022 12 15 44714.80 81.204778 1812 58.87 6237 22.77
210 2022 12 15 44715.40 81.625326 1812 58.87 6238 22.78
211 2022 12 15 44715.80 82.025326 1812 58.87 6238 22.78
212 2022 12 15 44716.00 82.045886 1812 58.87 6238 22.78
213 2022 12 15 44716.40 82.445886 1812 58.87 6238 22.78
214 2022 12 15 44717.00 82.866362 1812 58.87 6240 22.80
215 2022 12 15 44717.40 83.266362 1812 58.87 6239 22.79
216 2022 12 15 44717.80 83.666362 1812 58.87 6238 22.78
217 2022 12 15 44717.40 84.086739 1812 58.87 6239 22.79
218 2022 12 15 44717.80 84.486739 1812 58.87 6238 22.78
219 2022 12 15 44718.40 84.907125 1812 58.87 6238 22.78
220 2022 12 15 44718.80 85.307125 1812 58.87 6238 22.78
221 2022 12 15 44719.40 85.727501 1812 58.87 6239 22.79
222 2022 12 15 44719.80 86.127501 1812 58.87 6238 22.78
223 2022 12 15 44720.40 86.548086 1812 58.87 6238 22.78
224 2022 12 15 44720.80 86.948086 1812 58.87 6239 22.79
225 2022 12 15 44721.00 86.968295 1811 58.84 6238 22.78
226 2022 12 15 44721.40 87.368295 1812 58.87 6239 22.79
227 2022 12 15 44721.00 87.788785 1812 58.87 6238 22.78
228 2022 12 15 44721.40 88.188785 1812 58.87 6238 22.78
229 2022 12 15 44721.80 88.588785 1812 58.87 6239 22.79
230 2022 12 15 44722.40 89.009306 1812 58.87 6238 22.78
231 2022 12 15 44722.80 89.409306 1812 58.87 6238 22.78
232 2022 12 15 44723.40 89.829880 1812 58.87 6238 22.78
233 2022 12 15 44723.80 90.229880 1812 58.87 6238 22.78
234 2022 12 15 44724.40 90.650165 1812 58.87 6238 22.78
235 2022 12 15 44724.80 91.050165 1812 58.87 6238 22.78
236 2022 12 15 44725.40 91.470415 1812 58.87 6238 22.78
237 2022 12 15 44725.80 91.870415 1812 58.87 6237 22.77
238 2022 12 15 44726.40 92.290780 1812 58.87 6238 22.78
239 2022 12 15 44726.80 92.690780 1812 58.87 6238 22.78
240 2022 12 15 44726.00 92.711034 1812 58.87 6239 22.79
241 2022 12 15 44726.40 93.111034 1812 58.87 6238 22.78
242 2022 12 15 44727.00 93.531539 1812 58.87 6238 22.78
243 2022 12 15 44727.40 93.931539 1812 58.87 6238 22.78
244 2022 12 15 44727.80 94.331539 1812 58.87 6238 22.78
245 2022 12 15 44728.40 94.752099 1812 58.87 6238 22.78
246 2022 12 15 44728.80 95.152099 1812 58.87 6238 22.78
247 2022 12 15 44729.40 95.572671 1812 58.87 6239 22.79
248 2022 12 15 44729.80 95.972671 1812 58.87 6238 22.78
249 2022 12 15 44730.40 96.393314 1812 58.87 6239 22.79
250 2022 12 15 44730.80 96.793314 1812 58.87 6239 22.79
251 2022 12 15 44731.40 97.213518 1812 58.87 6239 22.79
252 2022 12 15 44731.80 97.613518 1812 58.87 6238 22.78
253 2022 12 15 44731.40 98.034037 1812 58.87 6238 22.78
254 2022 12 15 44731.80 98.434037 1812 58.87 6238 22.78
255 2022 12 15 44732.00 98.454640 1812 58.87 6237 22.77
256 2022 12 15 44732.40 98.854640 1813 58.90 6238 22.78
257 2022 12 15 44733.00 99.275427 1812 58.87 6240 22.80
258 2022 12 15 44733.40 99.675427 1812 58.87 6238 22.78
259 2022 12 15 44733.80 100.075427 1812 58.87 6238 22.78
260 2022 12 15 44734.40 100.496271 1812 58.87 6238 22.78
261 2022 12 15 44734.80 100.896271 1812 58.87 6238 22.78
262 2022 12 15 44735.40 101.316512 1812 58.87 6239 22.79
263 2022 12 15 44735.80 101.716512 1812 58.87 6238 22.78
264 2022 12 15 44735.40 102.136757 1812 58.87 6238 22.78
265 2022 12 15 44735.80 102.536757 1812 58.87 6238 22.78
266 2022 12 15 44736.40 102.957024 1813 58.90 6237 22.77
267 2022 12 15 44736.80 103.357024 1812 58.87 6238 22.78
268 2022 12 15 44737.40 103.777287 1812 58.87 6238 22.78
269 2022 12 15 44737.80 104.177287 1812 58.87 6239 22.79
270 2022 12 15 44738.00 104.197565 1812 58.87 6237 22.77
271 2022 12 15 44738.40 104.597565 1812 58.87 6239 22.79
272 2022 12 15 44739.00 105.018091 1812 58.87 6239 22.79
273 2022 12 15 44739.40 105.418091 1812 58.87 6239 22.79
274 2022 12 15 44739.80 105.818091 1812 58.87 6238 22.78
275 2022 12 15 44740.40 106.238551 1812 58.87 6238 22.78
276 2022 12 15 44740.80 106.638551 1812 58.87 6238 22.78
277 2022 12 15 44740.40 107.059027 1812 58.87 6240 22.80
278 2022 12 15 44740.80 107.459027 1812 58.87 6239 22.79
279 2022 12 15 44741.40 107.879535 1812 58.87 6238 22.78
280 2022 12 15 44741.80 108.279535 1812 58.87 6238 22.78
281 2022 12 15 44742.40 108.700184 1812 58.87 6238 22.78
282 2022 12 15 44742.80 109.100184 1812 58.87 6238 22.78
283 2022 12 15 44743.40 109.520668 1812 58.87 6238 22.78
284 2022 12 15 44743.80 109.920668 1812 58.87 6238 22.78
285 2022 12 15 44744.00 109.941017 1812 58.87 6238 22.78
286 2022 12 15 44744.40 110.341017 1811 58.84 6238 22.78
287 2022 12 15 44744.00 110.761693 1812 58.87 6238 22.78
288 2022 12 15 44744.40 111.161693 1812 58.87 6238 22.78
289 2022 12 15 44744.80 111.561693 1812 58.87 6238 22.78
290 2022 12 15 44745.40 111.982018 1812 58.87 6239 22.79
291 2022 12 15 44745.80 112.382018 1812 58.87 6238 22.78
292 2022 12 15 44746.40 112.802585 1812 58.87 6238 22.78
293 2022 12 15 44746.80 113.202585 1812 58.87 6239 22.79
294 2022 12 15 44747.40 113.622868 1812 58.87 6239 22.79
295 2022 12 15 44747.80 114.022868 1812 58.87 6238 22.78
296 2022 12 15 44748.40 114.443142 1812 58.87 6239 22.79
297 2022 12 15 44748.80 114.843142 1812 58.87 6239 22.79
298 2022 12 15 44749.00 114.863640 1812 58.87 6239 22.79
299 2022 12 15 44749.00 115.684008 1812 58.87 6239 22.79
300 2022 12 15 44749.40 116.084008 1812 58.87 6238 22.78
301 2022 12 15 44749.80 116.484008 1812 58.87 6238 22.78
302 2022 12 15 44750.40 116.904690 1812 58.87 6239 22.79
303 2022 12 15 44750.80 117.304690 1812 58.87 6238 22.78
304 2022 12 15 44751.40 117.725348 1812 58.87 6238 22.78
305 2022 12 15 44751.80 118.125348 1812 58.87 6238 22.78
306 2022 12 15 44752.40 118.545853 1812 58.87 6237 22.77
307 2022 12 15 44752.80 118.945853 1812 58.87 6238 22.78
308 2022 12 15 44753.40 119.366446 1812 58.87 6237 22.77
309 2022 12 15 44753.80 119.766446 1812 58.87 6238 22.78
310 2022 12 15 44753.40 120.187053 1812 58.87 6238 22.78
311 2022 12 15 44753.80 120.587053 1812 58.87 6238 22.78
312 2022 12 15 44754.00 120.607550 1811 58.84 6237 22.77
313 2022 12 15 44754.40 121.007550 1812 58.87 6238 22.78
314 2022 12 15 44755.00 121.428002 1812 58.87 6239 22.79
315 2022 12 15 44755.40 121.828002 1812 58.87 6238 22.78
316 2022 12 15 44755.80 122.228002 1812 58.87 6238 22.78
317 2022 12 15 44756.40 122.648530 1812 58.87 6237 22.77
318 2022 12 15 44756.80 123.048530 1812 58.87 6236 22.76
319 2022 12 15 44757.40 123.469153 1812 58.87 6238 22.78
320 2022 12 15 44757.80 123.869153 1812 58.87 6237 22.77
321 2022 12 15 44758.40 124.289445 1812 58.87 6239 22.79
322 2022 12 15 44758.80 124.689445 1812 58.87 6238 22.78
323 2022 12 15 44758.40 125.109986 1812 58.87 6237 22.77
324 2022 12 15 44758.80 125.509986 1812 58.87 6238 22.78
325 2022 12 15 44759.40 125.930542 1812 58.87 6237 22.77
326 2022 12 15 44759.80 126.330542 1812 58.87 6238 22.78
327 2022 12 15 44760.00 126.350816 1812 58.87 6237 22.77
328 2022 12 15 44760.40 126.750816 1812 58.87 6237 22.77
329 2022 12 15 44761.00 127.171064 1812 58.87 6238 22.78
330 2022 12 15 44761.40 127.571064 1813 58.90 6237 22.77
331 2022 12 15 44761.80 127.971064 1812 58.87 6237 22.77
332 2022 12 15 44762.40 128.391302 1813 58.90 6238 22.78
333 2022 12 15 44762.80 128.791302 1812 58.87 6238 22.78
334 2022 12 15 44763.40 129.211578 1812 58.87 6236 22.76
335 2022 12 15 44763.80 129.611578 1812 58.87 6238 22.78
336 2022 12 15 44763.40 130.031851 1812 58.87 6238 22.78
337 2022 12 15 44763.80 130.431851 1812 58.87 6238 22.78
338 2022 12 15 44764.40 130.852160 1813 58.90 6236 22.76
339 2022 12 15 44764.80 131.252160 1813 58.90 6237 22.77
340 2022 12 15 44765.40 131.672423 1813 58.90 6237 22.77
341 2022 12 15 44765.80 132.072423 1812 58.87 6238 22.78
342 2022 12 15 44766.00 132.092675 1813 58.90 6237 22.77
343 2022 12 15 44766.40 132.492675 1813 58.90 6236 22.76
344 2022 12 15 44767.00 132.913168 1812 58.87 6236 22.76
345 2022 12 15 44767.40 133.313168 1813 58.90 6236 22.76
346 2022 12 15 44767.80 133.713168 1813 58.90 6237 22.77
347 2022 12 15 44767.40 134.133813 1813 58.90 6236 22.76
348 2022 12 15 44767.80 134.533813 1813 58.90 6236 22.76
349 2022 12 15 44768.40 134.954081 1813 58.90 6236 22.76
350 2022 12 15 44768.80 135.354081 1813 58.90 6236 22.76
351 2022 12 15 44769.40 135.774540 1813 58.90 6237 22.77
352 2022 12 15 44769.80 136.174540 1813 58.90 6237 22.77
353 2022 12 15 44770.40 136.594984 1813 58.90 6237 22.77
354 2022 12 15 44770.80 136.994984 1813 58.90 6236 22.76
355 2022 12 15 44771.40 137.415421 1813 58.90 6237 22.77
356 2022 12 15 44771.80 137.815421 1813 58.90 6236 22.76
357 2022 12 15 44772.00 137.835787 1813 58.90 6237 22.77
358 2022 12 15 44772.40 138.235787 1813 58.90 6236 22.76
359 2022 12 15 44772.00 138.656075 1813 58.90 6236 22.76
360 2022 12 15 44772.40 139.056075 1814 58.93 6236 22.76
361 2022 12 15 44772.80 139.456075 1814 58.93 6236 22.76
362 2022 12 15 44773.40 139.876713 1814 58.93 6236 22.76
363 2022 12 15 44773.80 140.276713 1814 58.93 6236 22.76
364 2022 12 15 44774.40 140.697366 1814 58.93 6236 22.76
365 2022 12 15 44774.80 141.097366 1814 58.93 6236 22.76
366 2022 12 15 44775.40 141.517640 1814 58.93 6236 22.76
367 2022 12 15 44775.80 141.917640 1814 58.93 6236 22.76
368 2022 12 15 44776.40 142.338240 1814 58.93 6236 22.76
369 2022 12 15 44776.80 142.738240 1814 58.93 6236 22.76
370 2022 12 15 44776.00 142.758498 1814 58.93 6236 22.76
371 2022 12 15 44776.40 143.158498 1814 58.93 6236 22.76
372 2022 12 15 44777.00 143.578860 1814 58.93 6236 22.76
373 2022 12 15 44777.40 143.978860 1814 58.93 6236 22.76
374 2022 12 15 44778.00 144.399101 1814 58.93 6236 22.76
375 2022 12 15 44778.40 144.799101 1814 58.93 6237 22.77
376 2022 12 15 44778.80 145.199101 1814 58.93 6237 22.77
377 2022 12 15 44779.40 145.619700 1814 58.93 6236 22.76
378 2022 12 15 44779.80 146.019700 1814 58.93 6237 22.77
379 2022 12 15 44780.40 146.440112 1814 58.93 6236 22.76
380 2022 12 15 44780.80 146.840112 1814 58.93 6236 22.76
381 2022 12 15 44781.40 147.260759 1814 58.93 6237 22.77
382 2022 12 15 44781.80 147.660759 1814 58.93 6236 22.76
383 2022 12 15 44781.40 148.081298 1814 58.93 6236 22.76
384 2022 12 15 44781.80 148.481298 1814 58.93 6236 22.76
385 2022 12 15 44782.00 148.501927 1814 58.93 6237 22.77
386 2022 12 15 44782.40 148.901927 1814 58.93 6237 22.77
387 2022 12 15 44783.00 149.322810 1814 58.93 6236 22.76
388 2022 12 15 44783.40 149.722810 1814 58.93 6237 22.77
389 2022 12 15 44783.80 150.122810 1814 58.93 6237 22.77
390 2022 12 15 44784.40 150.543674 1814 58.93 6236 22.76
391 2022 12 15 44784.80 150.943674 1814 58.93 6236 22.76
392 2022 12 15 44785.40 151.364205 1814 58.93 6236 22.76
393 2022 12 15 44785.80 151.764205 1814 58.93 6236 22.76
394 2022 12 15 44785.40 152.184959 1814 58.93 6236 22.76
395 2022 12 15 44785.80 152.584959 1814 58.93 6236 22.76
396 2022 12 15 44786.40 153.005525 1814 58.93 6236 22.76
397 2022 12 15 44786.80 153.405525 1814 58.93 6236 22.76
398 2022 12 15 44787.40 153.825933 1814 58.93 6237 22.77
399 2022 12 15 44787.80 154.225933 1814 58.93 6236 22.76
400 2022 12 15 44788.00 154.246339 1814 58.93 6236 22.76
401 2022 12 15 44788.40 154.646339 1814 58.93 6236 22.76
402 2022 12 15 44789.00 155.066961 1814 58.93 6237 22.77
403 2022 12 15 44789.40 155.466961 1814 58.93 6236 22.76
404 2022 12 15 44789.80 155.866961 1814 58.93 6237 22.77
405 2022 12 15 44790.40 156.287727 1814 58.93 6236 22.76
406 2022 12 15 44790.80 156.687727 1814 58.93 6237 22.77
407 2022 12 15 44790.40 157.108461 1814 58.93 6236 22.76
408 2022 12 15 44790.80 157.508461 1814 58.93 6237 22.77
409 2022 12 15 44791.40 157.929080 1814 58.93 6236 22.76
410 2022 12 15 44791.80 158.329080 1814 58.93 6236 22.76
411 2022 12 15 44792.40 158.749624 1814 58.93 6236 22.76
412 2022 12 15 44792.80 159.149624 1814 58.93 6236 22.76
413 2022 12 15 44793.40 159.570191 1814 58.93 6237 22.77
414 2022 12 15 44793.80 159.970191 1814 58.93 6236 22.76
415 2022 12 15 44794.00 159.990707 1814 58.93 6236 22.76
416 2022 12 15 44794.40 160.390707 1814 58.93 6235 22.75
417 2022 12 15 44795.00 160.811499 1814 58.93 6236 22.76
418 2022 12 15 44795.40 161.211499 1814 58.93 6236 22.76
419 2022 12 15 44795.80 161.611499 1814 58.93 6236 22.76
420 2022 12 15 44795.40 162.032014 1814 58.93 6236 22.76
421 2022 12 15 44795.80 162.432014 1814 58.93 6236 22.76
