n anno mese giorno hum_int hum_corrected RH_raw RH_true temp_int temp_corr
18225 2022 12 21 36118.40 6967.930887 1510 49.31 6138 21.78
18226 2022 12 21 36118.40 6968.331234 1509 49.28 6137 21.77
18227 2022 12 21 36118.40 6968.731867 1509 49.28 6138 21.78
18228 2022 12 21 36119.40 6969.132547 1510 49.31 6138 21.78
18229 2022 12 21 36119.40 6969.532990 1509 49.28 6138 21.78
18230 2022 12 21 36120.40 6969.933280 1509 49.28 6139 21.79
18231 2022 12 21 36120.40 6970.333573 1509 49.28 6139 21.79
18232 2022 12 21 36120.40 6970.733896 1509 49.28 6138 21.78
18233 2022 12 21 36121.40 6971.134225 1509 49.28 6138 21.78
18234 2022 12 21 36121.40 6971.534556 1509 49.28 6139 21.79
18235 2022 12 21 36122.40 6971.934882 1508 49.25 6140 21.80
18236 2022 12 21 36122.40 6972.335237 1509 49.28 6139 21.79
18237 2022 12 21 36122.40 6972.735592 1508 49.25 6139 21.79
18238 2022 12 21 36123.40 6973.135954 1508 49.25 6139 21.79
18239 2022 12 21 36123.40 6973.536192 1508 49.25 6140 21.80
18240 2022 12 21 36124.40 6973.936355 1509 49.28 6140 21.80
18241 2022 12 21 36124.00 6973.936578 1508 49.25 6140 21.80
18242 2022 12 21 36124.00 6974.336800 1508 49.25 6140 21.80
18243 2022 12 21 36125.00 6974.737036 1508 49.25 6140 21.80
18244 2022 12 21 36125.00 6975.137685 1508 49.25 6140 21.80
18245 2022 12 21 36126.00 6975.538155 1508 49.25 6141 21.81
18246 2022 12 21 36126.00 6975.938655 1508 49.25 6140 21.80
18247 2022 12 21 36126.40 6976.338655 1508 49.25 6141 21.81
18248 2022 12 21 36126.40 6976.738926 1507 49.22 6141 21.81
18249 2022 12 21 36127.40 6977.139302 1508 49.25 6140 21.80
18250 2022 12 21 36127.40 6977.539679 1508 49.25 6140 21.80
18251 2022 12 21 36128.40 6977.939905 1507 49.22 6141 21.81
18252 2022 12 21 36128.40 6978.340346 1507 49.22 6140 21.80
18253 2022 12 21 36128.40 6978.740796 1507 49.22 6140 21.80
18254 2022 12 21 36129.40 6979.141123 1507 49.22 6140 21.80
18255 2022 12 21 36129.40 6979.541645 1507 49.22 6140 21.80
18256 2022 12 21 36130.40 6979.942127 1507 49.22 6140 21.80
18257 2022 12 21 36130.40 6980.342582 1507 49.22 6140 21.80
18258 2022 12 21 36130.40 6980.743085 1507 49.22 6140 21.80
18259 2022 12 21 36131.40 6981.143592 1507 49.22 6139 21.79
18260 2022 12 21 36131.40 6981.544041 1506 49.19 6139 21.79
18261 2022 12 21 36132.40 6981.944435 1507 49.22 6138 21.78
18262 2022 12 21 36132.00 6981.944604 1507 49.22 6139 21.79
18263 2022 12 21 36132.00 6982.345126 1507 49.22 6140 21.80
18264 2022 12 21 36133.00 6982.745599 1507 49.22 6138 21.78
18265 2022 12 21 36133.00 6983.145969 1506 49.18 6138 21.78
18266 2022 12 21 36134.00 6983.546518 1507 49.22 6138 21.78
18267 2022 12 21 36134.00 6983.946698 1507 49.22 6138 21.78
18268 2022 12 21 36134.40 6984.346698 1507 49.22 6138 21.78
18269 2022 12 21 36134.40 6984.746967 1507 49.22 6139 21.79
18270 2022 12 21 36135.40 6985.147326 1506 49.19 6138 21.78
18271 2022 12 21 36135.40 6985.547865 1506 49.18 6138 21.78
18272 2022 12 21 36136.40 6985.948359 1507 49.22 6138 21.78
18273 2022 12 21 36136.40 6986.348948 1506 49.18 6138 21.78
18274 2022 12 21 36136.40 6986.749537 1506 49.18 6139 21.79
18275 2022 12 21 36137.40 6987.150051 1507 49.22 6137 21.77
18276 2022 12 21 36137.40 6987.550657 1507 49.21 6137 21.77
18277 2022 12 21 36138.40 6987.951261 1507 49.21 6137 21.77
18278 2022 12 21 36138.40 6988.351817 1507 49.21 6137 21.77
18279 2022 12 21 36138.40 6988.752410 1507 49.21 6137 21.77
18280 2022 12 21 36139.40 6989.152788 1507 49.21 6137 21.77
18281 2022 12 21 36139.40 6989.553122 1507 49.21 6138 21.78
18282 2022 12 21 36140.40 6989.953776 1507 49.22 6136 21.76
18283 2022 12 21 36140.40 6990.354077 1507 49.21 6136 21.76
18284 2022 12 21 36140.00 6990.354502 1507 49.21 6137 21.77
18285 2022 12 21 36141.00 6990.754976 1507 49.21 6136 21.76
18286 2022 12 21 36141.00 6991.155286 1507 49.21 6136 21.76
18287 2022 12 21 36142.00 6991.555802 1507 49.21 6136 21.76
18288 2022 12 21 36142.00 6991.956347 1508 49.25 6137 21.77
18289 2022 12 21 36142.00 6992.356945 1508 49.25 6136 21.76
18290 2022 12 21 36142.40 6992.756945 1508 49.25 6136 21.76
18291 2022 12 21 36143.40 6993.157383 1508 49.25 6136 21.76
18292 2022 12 21 36143.40 6993.557978 1508 49.25 6136 21.76
18293 2022 12 21 36144.40 6993.958612 1508 49.25 6136 21.76
18294 2022 12 21 36144.40 6994.359240 1508 49.25 6136 21.76
18295 2022 12 21 36144.40 6994.759855 1509 49.28 6136 21.76
18296 2022 12 21 36145.40 6995.160427 1509 49.28 6136 21.76
18297 2022 12 21 36145.40 6995.560970 1509 49.28 6135 21.75
18298 2022 12 21 36146.40 6995.961592 1509 49.28 6134 21.74
18299 2022 12 21 36146.40 6996.362251 1509 49.27 6134 21.74
18300 2022 12 21 36146.40 6996.762947 1509 49.27 6135 21.75
18301 2022 12 21 36147.40 6997.163289 1510 49.31 6134 21.74
18302 2022 12 21 36147.40 6997.563916 1510 49.31 6135 21.75
18303 2022 12 21 36148.40 6997.964602 1510 49.31 6135 21.75
18304 2022 12 21 36148.40 6998.365128 1510 49.31 6134 21.74
18305 2022 12 21 36148.40 6998.765880 1510 49.31 6135 21.75
18306 2022 12 21 36149.00 6998.766626 1511 49.34 6134 21.74
18307 2022 12 21 36149.00 6999.167332 1511 49.34 6134 21.74
18308 2022 12 21 36150.00 6999.568068 1512 49.37 6135 21.75
18309 2022 12 21 36150.00 6999.968603 1512 49.37 6134 21.74
18310 2022 12 21 36150.00 7000.369318 1511 49.34 6134 21.74
18311 2022 12 21 36151.00 7000.769982 1512 49.37 6135 21.75
18312 2022 12 21 36151.40 7001.169982 1512 49.37 6134 21.74
18313 2022 12 21 36151.40 7001.570631 1512 49.37 6134 21.74
18314 2022 12 21 36152.40 7001.971198 1512 49.37 6134 21.74
18315 2022 12 21 36152.40 7002.371654 1512 49.37 6135 21.75
18316 2022 12 21 36152.40 7002.772210 1512 49.37 6134 21.74
18317 2022 12 21 36153.40 7003.172776 1512 49.37 6134 21.74
18318 2022 12 21 36153.40 7003.573381 1512 49.37 6134 21.74
18319 2022 12 21 36154.40 7003.973938 1512 49.37 6135 21.75
18320 2022 12 21 36154.40 7004.374286 1513 49.40 6134 21.74
18321 2022 12 21 36154.40 7004.774895 1513 49.40 6135 21.75
18322 2022 12 21 36155.40 7005.175507 1513 49.40 6136 21.76
18323 2022 12 21 36155.40 7005.576141 1512 49.37 6135 21.75
18324 2022 12 21 36156.40 7005.976829 1512 49.37 6135 21.75
18325 2022 12 21 36156.40 7006.377369 1513 49.40 6135 21.75
18326 2022 12 21 36156.40 7006.777633 1512 49.37 6136 21.76
18327 2022 12 21 36157.00 7006.778313 1512 49.37 6135 21.75
18328 2022 12 21 36157.00 7007.178985 1512 49.37 6135 21.75
18329 2022 12 21 36158.00 7007.579684 1513 49.40 6135 21.75
18330 2022 12 21 36158.00 7007.980209 1512 49.37 6136 21.76
18331 2022 12 21 36158.00 7008.380885 1512 49.37 6136 21.76
18332 2022 12 21 36159.00 7008.781572 1512 49.37 6136 21.76
18333 2022 12 21 36159.40 7009.181572 1512 49.37 6136 21.76
18334 2022 12 21 36159.40 7009.582408 1512 49.37 6136 21.76
18335 2022 12 21 36160.40 7009.983083 1512 49.37 6136 21.76
18336 2022 12 21 36160.40 7010.383633 1512 49.37 6138 21.78
18337 2022 12 21 36160.40 7010.784213 1512 49.37 6137 21.77
18338 2022 12 21 36161.40 7011.184922 1512 49.37 6138 21.78
18339 2022 12 21 36161.40 7011.585596 1512 49.37 6138 21.78
18340 2022 12 21 36162.40 7011.985934 1512 49.37 6138 21.78
18341 2022 12 21 36162.40 7012.386447 1512 49.37 6138 21.78
18342 2022 12 21 36162.40 7012.786921 1512 49.37 6137 21.77
18343 2022 12 21 36163.40 7013.187468 1512 49.37 6138 21.78
18344 2022 12 21 36163.40 7013.588038 1511 49.34 6138 21.78
18345 2022 12 21 36164.40 7013.988620 1511 49.34 6139 21.79
18346 2022 12 21 36164.40 7014.389161 1511 49.34 6138 21.78
18347 2022 12 21 36164.40 7014.789517 1511 49.34 6138 21.78
18348 2022 12 21 36165.00 7014.790140 1510 49.31 6139 21.79
18349 2022 12 21 36165.00 7015.190784 1510 49.31 6139 21.79
18350 2022 12 21 36166.00 7015.591258 1511 49.34 6140 21.80
18351 2022 12 21 36166.00 7015.991590 1510 49.31 6138 21.78
18352 2022 12 21 36166.00 7016.391999 1511 49.34 6139 21.79
18353 2022 12 21 36167.00 7016.792568 1510 49.31 6140 21.80
18354 2022 12 21 36167.40 7017.192568 1510 49.31 6139 21.79
18355 2022 12 21 36167.40 7017.593072 1510 49.31 6140 21.80
18356 2022 12 21 36168.40 7017.993628 1510 49.31 6140 21.80
18357 2022 12 21 36168.40 7018.394086 1510 49.31 6141 21.81
18358 2022 12 21 36168.40 7018.794634 1510 49.32 6140 21.80
18359 2022 12 21 36169.40 7019.195048 1510 49.31 6140 21.80
18360 2022 12 21 36169.40 7019.595631 1510 49.31 6140 21.80
18361 2022 12 21 36170.40 7019.995999 1510 49.31 6141 21.81
18362 2022 12 21 36170.40 7020.396477 1510 49.32 6141 21.81
18363 2022 12 21 36170.40 7020.797082 1510 49.32 6140 21.80
18364 2022 12 21 36171.40 7021.197646 1510 49.31 6141 21.81
18365 2022 12 21 36171.40 7021.598258 1510 49.32 6141 21.81
18366 2022 12 21 36172.40 7021.998868 1510 49.32 6141 21.81
18367 2022 12 21 36172.40 7022.399379 1510 49.32 6141 21.81
18368 2022 12 21 36172.40 7022.800051 1509 49.28 6140 21.80
18369 2022 12 21 36173.40 7023.200726 1509 49.28 6141 21.81
18370 2022 12 21 36173.40 7023.601396 1510 49.32 6141 21.81
18371 2022 12 21 36174.00 7023.601775 1510 49.32 6141 21.81
18372 2022 12 21 36174.00 7024.002238 1509 49.28 6140 21.80
18373 2022 12 21 36174.00 7024.402701 1509 49.28 6142 21.82
18374 2022 12 21 36175.00 7024.803264 1510 49.32 6141 21.81
18375 2022 12 21 36175.00 7025.203831 1509 49.28 6140 21.80
18376 2022 12 21 36175.40 7025.603831 1510 49.31 6141 21.81
18377 2022 12 21 36176.40 7026.004294 1510 49.32 6141 21.81
18378 2022 12 21 36176.40 7026.404603 1509 49.28 6141 21.81
18379 2022 12 21 36176.40 7026.804864 1509 49.28 6141 21.81
18380 2022 12 21 36177.40 7027.205126 1508 49.25 6140 21.80
18381 2022 12 21 36177.40 7027.605433 1508 49.25 6140 21.80
18382 2022 12 21 36178.40 7028.005764 1508 49.25 6140 21.80
18383 2022 12 21 36178.40 7028.406094 1508 49.25 6140 21.80
18384 2022 12 21 36178.40 7028.806475 1508 49.25 6141 21.81
18385 2022 12 21 36179.40 7029.206831 1508 49.25 6140 21.80
18386 2022 12 21 36179.40 7029.607202 1508 49.25 6140 21.80
18387 2022 12 21 36180.40 7030.007563 1508 49.25 6141 21.81
18388 2022 12 21 36180.40 7030.407936 1508 49.25 6140 21.80
18389 2022 12 21 36180.40 7030.808337 1508 49.25 6140 21.80
18390 2022 12 21 36181.40 7031.208693 1508 49.25 6140 21.80
18391 2022 12 21 36181.40 7031.609076 1508 49.25 6140 21.80
18392 2022 12 21 36182.00 7031.609497 1508 49.25 6140 21.80
18393 2022 12 21 36182.00 7032.009883 1508 49.25 6140 21.80
18394 2022 12 21 36182.00 7032.410166 1508 49.25 6140 21.80
18395 2022 12 21 36183.00 7032.810500 1508 49.25 6139 21.79
18396 2022 12 21 36183.00 7033.210818 1508 49.25 6139 21.79
18397 2022 12 21 36184.00 7033.611030 1508 49.25 6138 21.78
18398 2022 12 21 36184.40 7034.011030 1508 49.25 6140 21.80
18399 2022 12 21 36184.40 7034.411615 1508 49.25 6140 21.80
18400 2022 12 21 36184.40 7034.811853 1507 49.22 6139 21.79
18401 2022 12 21 36185.40 7035.212330 1508 49.25 6139 21.79
18402 2022 12 21 36185.40 7035.612513 1506 49.19 6139 21.79
18403 2022 12 21 36186.40 7036.013105 1507 49.22 6140 21.80
18404 2022 12 21 36186.40 7036.413379 1507 49.22 6139 21.79
18405 2022 12 21 36186.40 7036.813830 1507 49.22 6139 21.79
18406 2022 12 21 36187.40 7037.214452 1507 49.22 6140 21.80
18407 2022 12 21 36187.40 7037.614882 1507 49.22 6139 21.79
18408 2022 12 21 36188.40 7038.015438 1507 49.22 6139 21.79
18409 2022 12 21 36188.40 7038.415858 1506 49.19 6138 21.78
18410 2022 12 21 36188.40 7038.816478 1507 49.22 6139 21.79
18411 2022 12 21 36189.40 7039.216991 1506 49.19 6139 21.79
18412 2022 12 21 36189.40 7039.617276 1506 49.19 6138 21.78
18413 2022 12 21 36190.00 7039.617586 1506 49.18 6138 21.78
18414 2022 12 21 36190.00 7040.017937 1506 49.18 6138 21.78
18415 2022 12 21 36190.00 7040.418294 1506 49.18 6138 21.78
18416 2022 12 21 36191.00 7040.818453 1506 49.18 6138 21.78
18417 2022 12 21 36191.00 7041.218833 1506 49.18 6138 21.78
18418 2022 12 21 36192.00 7041.619230 1506 49.18 6137 21.77
18419 2022 12 21 36192.40 7042.019230 1506 49.18 6138 21.78
18420 2022 12 21 36192.40 7042.419649 1506 49.18 6138 21.78
18421 2022 12 21 36193.40 7042.819809 1507 49.22 6137 21.77
18422 2022 12 21 36193.40 7043.220286 1507 49.21 6137 21.77
18423 2022 12 21 36193.40 7043.620678 1507 49.21 6136 21.76
18424 2022 12 21 36194.40 7044.021205 1507 49.21 6137 21.77
18425 2022 12 21 36194.40 7044.421639 1507 49.21 6136 21.76
18426 2022 12 21 36195.40 7044.822132 1507 49.21 6137 21.77
18427 2022 12 21 36195.40 7045.222687 1508 49.25 6137 21.77
18428 2022 12 21 36195.40 7045.623062 1508 49.25 6136 21.76
18429 2022 12 21 36196.40 7046.023304 1508 49.25 6136 21.76
18430 2022 12 21 36196.40 7046.423832 1508 49.25 6137 21.77
18431 2022 12 21 36197.40 7046.824082 1508 49.25 6136 21.76
18432 2022 12 21 36197.40 7047.224523 1508 49.25 6136 21.76
18433 2022 12 21 36197.40 7047.625002 1508 49.25 6137 21.77
18434 2022 12 21 36198.40 7048.025247 1508 49.25 6136 21.76
18435 2022 12 21 36198.00 7048.025796 1508 49.25 6137 21.77
18436 2022 12 21 36199.00 7048.426315 1508 49.25 6138 21.78
18437 2022 12 21 36199.00 7048.826878 1508 49.25 6136 21.76
18438 2022 12 21 36199.00 7049.227129 1509 49.28 6136 21.76
18439 2022 12 21 36200.00 7049.627542 1508 49.25 6136 21.76
18440 2022 12 21 36200.00 7050.028130 1508 49.25 6137 21.77
18441 2022 12 21 36200.40 7050.428130 1508 49.25 6136 21.76
18442 2022 12 21 36201.40 7050.828713 1509 49.28 6136 21.76
18443 2022 12 21 36201.40 7051.229310 1509 49.28 6137 21.77
18444 2022 12 21 36201.40 7051.629871 1509 49.28 6137 21.77
18445 2022 12 21 36202.40 7052.030387 1508 49.25 6138 21.78
18446 2022 12 21 36202.40 7052.430613 1509 49.28 6138 21.78
18447 2022 12 21 36203.40 7052.830844 1509 49.28 6138 21.78
18448 2022 12 21 36203.40 7053.231450 1508 49.25 6138 21.78
18449 2022 12 21 36203.40 7053.631660 1509 49.28 6137 21.77
18450 2022 12 21 36204.40 7054.032209 1509 49.28 6138 21.78
18451 2022 12 21 36204.40 7054.432594 1509 49.28 6137 21.77
18452 2022 12 21 36205.40 7054.832895 1509 49.28 6137 21.77
18453 2022 12 21 36205.40 7055.233273 1509 49.28 6137 21.77
18454 2022 12 21 36205.40 7055.633621 1509 49.28 6137 21.77
18455 2022 12 21 36206.40 7056.033986 1509 49.28 6136 21.76
18456 2022 12 21 36206.40 7056.434386 1509 49.28 6137 21.77
18457 2022 12 21 36207.00 7056.434849 1509 49.28 6137 21.77
18458 2022 12 21 36207.00 7056.835320 1509 49.28 6136 21.76
18459 2022 12 21 36207.00 7057.235573 1509 49.28 6138 21.78
18460 2022 12 21 36208.00 7057.635772 1509 49.28 6137 21.77
18461 2022 12 21 36208.00 7058.036237 1509 49.28 6136 21.76
18462 2022 12 21 36209.00 7058.436714 1509 49.28 6137 21.77
18463 2022 12 21 36209.40 7058.836714 1509 49.28 6137 21.77
18464 2022 12 21 36209.40 7059.237237 1509 49.28 6137 21.77
18465 2022 12 21 36209.40 7059.637443 1509 49.28 6137 21.77
18466 2022 12 21 36210.40 7060.037882 1509 49.28 6137 21.77
18467 2022 12 21 36210.40 7060.438116 1509 49.28 6137 21.77
18468 2022 12 21 36211.40 7060.838632 1509 49.28 6137 21.77
18469 2022 12 21 36211.40 7061.239098 1509 49.28 6137 21.77
18470 2022 12 21 36211.40 7061.639570 1510 49.31 6136 21.76
18471 2022 12 21 36212.40 7062.040100 1509 49.28 6137 21.77
18472 2022 12 21 36212.40 7062.440656 1509 49.28 6138 21.78
18473 2022 12 21 36213.40 7062.841216 1508 49.25 6137 21.77
18474 2022 12 21 36213.40 7063.241673 1509 49.28 6137 21.77
18475 2022 12 21 36213.40 7063.642208 1509 49.28 6136 21.76
18476 2022 12 21 36214.40 7064.042713 1509 49.28 6136 21.76
18477 2022 12 21 36214.40 7064.443238 1508 49.25 6136 21.76
18478 2022 12 21 36215.40 7064.843762 1509 49.28 6136 21.76
18479 2022 12 21 36215.00 7064.844298 1508 49.25 6136 21.76
18480 2022 12 21 36215.00 7065.244624 1508 49.25 6136 21.76
18481 2022 12 21 36216.00 7065.645204 1509 49.28 6136 21.76
18482 2022 12 21 36216.00 7066.045425 1508 49.25 6136 21.76
18483 2022 12 21 36217.00 7066.445771 1508 49.25 6136 21.76
18484 2022 12 21 36217.00 7066.846015 1508 49.25 6135 21.75
18485 2022 12 21 36217.40 7067.246015 1508 49.24 6135 21.75
18486 2022 12 21 36217.40 7067.646606 1508 49.24 6135 21.75
18487 2022 12 21 36218.40 7068.047223 1508 49.24 6135 21.75
18488 2022 12 21 36218.40 7068.447743 1508 49.24 6134 21.74
18489 2022 12 21 36219.40 7068.847934 1508 49.24 6134 21.74
18490 2022 12 21 36219.40 7069.248431 1508 49.24 6133 21.73
18491 2022 12 21 36219.40 7069.648843 1508 49.24 6134 21.74
18492 2022 12 21 36220.40 7070.049133 1508 49.24 6135 21.75
18493 2022 12 21 36220.40 7070.449639 1508 49.24 6134 21.74
18494 2022 12 21 36221.40 7070.849976 1508 49.24 6134 21.74
18495 2022 12 21 36221.40 7071.250224 1508 49.24 6134 21.74
18496 2022 12 21 36221.40 7071.650761 1509 49.27 6133 21.73
18497 2022 12 21 36222.40 7072.051345 1508 49.24 6133 21.73
18498 2022 12 21 36222.40 7072.451833 1509 49.27 6134 21.74
18499 2022 12 21 36223.40 7072.852435 1509 49.27 6134 21.74
18500 2022 12 21 36223.00 7072.852963 1509 49.27 6133 21.73
18501 2022 12 21 36223.00 7073.253529 1510 49.30 6133 21.73
18502 2022 12 21 36224.00 7073.654075 1509 49.27 6133 21.73
18503 2022 12 21 36224.00 7074.054667 1510 49.30 6133 21.73
18504 2022 12 21 36225.00 7074.455260 1510 49.30 6134 21.74
18505 2022 12 21 36225.00 7074.855870 1510 49.31 6132 21.72
18506 2022 12 21 36225.40 7075.255870 1510 49.30 6133 21.73
18507 2022 12 21 36225.40 7075.656578 1510 49.30 6132 21.72
18508 2022 12 21 36226.40 7076.057158 1510 49.30 6132 21.72
18509 2022 12 21 36226.40 7076.457759 1511 49.33 6132 21.72
18510 2022 12 21 36227.40 7076.858413 1510 49.30 6133 21.73
18511 2022 12 21 36227.40 7077.259057 1510 49.30 6132 21.72
18512 2022 12 21 36227.40 7077.659658 1510 49.30 6132 21.72
18513 2022 12 21 36228.40 7078.060153 1510 49.30 6132 21.72
18514 2022 12 21 36228.40 7078.460878 1510 49.30 6132 21.72
18515 2022 12 21 36229.40 7078.861444 1510 49.30 6131 21.71
18516 2022 12 21 36229.40 7079.261953 1510 49.30 6132 21.72
18517 2022 12 21 36229.40 7079.662555 1511 49.33 6132 21.72
18518 2022 12 21 36230.40 7080.063249 1511 49.33 6132 21.72
18519 2022 12 21 36230.40 7080.463944 1511 49.33 6132 21.72
18520 2022 12 21 36231.40 7080.864208 1511 49.33 6132 21.72
18521 2022 12 21 36231.00 7080.864605 1511 49.33 6132 21.72
18522 2022 12 21 36231.00 7081.265074 1512 49.37 6131 21.71
18523 2022 12 21 36232.00 7081.665569 1512 49.37 6131 21.71
18524 2022 12 21 36232.00 7082.066071 1512 49.37 6130 21.70
18525 2022 12 21 36233.00 7082.466559 1512 49.36 6131 21.71
18526 2022 12 21 36233.00 7082.867031 1512 49.37 6130 21.70
18527 2022 12 21 36233.40 7083.267031 1512 49.36 6131 21.71
18528 2022 12 21 36233.40 7083.667464 1513 49.40 6131 21.71
18529 2022 12 21 36234.40 7084.068036 1512 49.37 6131 21.71
18530 2022 12 21 36234.40 7084.468384 1512 49.37 6132 21.72
18531 2022 12 21 36235.40 7084.868827 1512 49.37 6130 21.70
18532 2022 12 21 36235.40 7085.269337 1513 49.40 6130 21.70
18533 2022 12 21 36235.40 7085.669623 1513 49.40 6131 21.71
18534 2022 12 21 36236.40 7086.070220 1513 49.40 6130 21.70
18535 2022 12 21 36236.40 7086.470575 1513 49.40 6131 21.71
18536 2022 12 21 36237.40 7086.870873 1513 49.40 6131 21.71
18537 2022 12 21 36237.40 7087.271270 1514 49.43 6130 21.70
18538 2022 12 21 36237.40 7087.671868 1513 49.40 6130 21.70
18539 2022 12 21 36238.40 7088.072282 1514 49.43 6131 21.71
18540 2022 12 21 36238.40 7088.472678 1513 49.40 6131 21.71
18541 2022 12 21 36239.40 7088.873257 1514 49.43 6131 21.71
18542 2022 12 21 36239.40 7089.273538 1513 49.40 6131 21.71
18543 2022 12 21 36239.40 7089.674193 1514 49.43 6131 21.71
18544 2022 12 21 36240.00 7089.674499 1514 49.43 6131 21.71
18545 2022 12 21 36240.00 7090.074745 1514 49.43 6131 21.71
18546 2022 12 21 36241.00 7090.475005 1514 49.43 6131 21.71
18547 2022 12 21 36241.00 7090.875259 1514 49.43 6130 21.70
18548 2022 12 21 36241.00 7091.275526 1514 49.43 6130 21.70
18549 2022 12 21 36242.00 7091.675849 1514 49.43 6130 21.70
18550 2022 12 21 36242.40 7092.075849 1514 49.43 6131 21.71
18551 2022 12 21 36242.40 7092.476241 1514 49.43 6131 21.71
18552 2022 12 21 36243.40 7092.876538 1514 49.43 6131 21.71
18553 2022 12 21 36243.40 7093.276776 1514 49.43 6130 21.70
18554 2022 12 21 36243.40 7093.677074 1514 49.43 6132 21.72
18555 2022 12 21 36244.40 7094.077387 1514 49.43 6131 21.71
18556 2022 12 21 36244.40 7094.477608 1514 49.43 6132 21.72
18557 2022 12 21 36245.40 7094.877901 1514 49.43 6132 21.72
18558 2022 12 21 36245.40 7095.278580 1515 49.46 6132 21.72
18559 2022 12 21 36245.40 7095.678913 1515 49.46 6132 21.72
18560 2022 12 21 36246.40 7096.079379 1515 49.46 6132 21.72
18561 2022 12 21 36246.40 7096.479861 1515 49.46 6131 21.71
18562 2022 12 21 36247.40 7096.880119 1515 49.46 6132 21.72
18563 2022 12 21 36247.40 7097.280549 1515 49.46 6132 21.72
18564 2022 12 21 36247.40 7097.680858 1515 49.46 6132 21.72
18565 2022 12 21 36248.00 7097.681158 1515 49.46 6132 21.72
18566 2022 12 21 36248.00 7098.081659 1515 49.46 6133 21.73
18567 2022 12 21 36249.00 7098.482219 1515 49.46 6132 21.72
18568 2022 12 21 36249.00 7098.882458 1515 49.46 6133 21.73
18569 2022 12 21 36249.00 7099.282991 1515 49.46 6133 21.73
18570 2022 12 21 36250.00 7099.683453 1515 49.46 6134 21.74
18571 2022 12 21 36250.40 7100.083453 1515 49.46 6133 21.73
18572 2022 12 21 36250.40 7100.484077 1515 49.46 6133 21.73
18573 2022 12 21 36251.40 7100.884650 1515 49.46 6132 21.72
18574 2022 12 21 36251.40 7101.285223 1515 49.46 6133 21.73
18575 2022 12 21 36251.40 7101.685490 1515 49.46 6134 21.74
18576 2022 12 21 36252.40 7102.085710 1516 49.50 6134 21.74
18577 2022 12 21 36252.40 7102.485944 1515 49.46 6133 21.73
18578 2022 12 21 36253.40 7102.886194 1515 49.46 6134 21.74
18579 2022 12 21 36253.40 7103.286468 1515 49.46 6134 21.74
18580 2022 12 21 36253.40 7103.686744 1515 49.46 6134 21.74
18581 2022 12 21 36254.40 7104.087039 1515 49.46 6134 21.74
18582 2022 12 21 36254.40 7104.487361 1516 49.50 6134 21.74
18583 2022 12 21 36255.40 7104.887656 1515 49.46 6134 21.74
18584 2022 12 21 36255.40 7105.287958 1516 49.50 6134 21.74
18585 2022 12 21 36255.40 7105.688525 1516 49.50 6133 21.73
18586 2022 12 21 36256.40 7106.089032 1516 49.49 6134 21.74
18587 2022 12 21 36256.00 7106.089639 1516 49.50 6134 21.74
18588 2022 12 21 36257.00 7106.490279 1515 49.46 6134 21.74
18589 2022 12 21 36257.00 7106.890729 1515 49.46 6134 21.74
18590 2022 12 21 36257.00 7107.291186 1516 49.50 6134 21.74
18591 2022 12 21 36258.00 7107.691467 1515 49.46 6134 21.74
18592 2022 12 21 36258.00 7108.092013 1515 49.46 6134 21.74
18593 2022 12 21 36258.40 7108.492013 1515 49.46 6134 21.74
18594 2022 12 21 36259.40 7108.892535 1515 49.46 6134 21.74
18595 2022 12 21 36259.40 7109.293060 1514 49.43 6134 21.74
18596 2022 12 21 36259.40 7109.693691 1515 49.46 6134 21.74
18597 2022 12 21 36260.40 7110.094349 1514 49.43 6134 21.74
18598 2022 12 21 36260.40 7110.495049 1514 49.43 6134 21.74
18599 2022 12 21 36261.40 7110.895380 1514 49.43 6134 21.74
18600 2022 12 21 36261.40 7111.295731 1514 49.43 6136 21.76
18601 2022 12 21 36261.40 7111.696221 1513 49.40 6136 21.76
18602 2022 12 21 36262.40 7112.096668 1513 49.40 6134 21.74
18603 2022 12 21 36262.40 7112.497190 1513 49.40 6135 21.75
18604 2022 12 21 36263.40 7112.897714 1513 49.40 6135 21.75
18605 2022 12 21 36263.40 7113.298223 1512 49.37 6135 21.75
18606 2022 12 21 36263.40 7113.698780 1512 49.37 6136 21.76
18607 2022 12 21 36264.40 7114.099348 1512 49.37 6136 21.76
18608 2022 12 21 36264.00 7114.099940 1512 49.37 6136 21.76
18609 2022 12 21 36265.00 7114.500257 1512 49.37 6137 21.77
18610 2022 12 21 36265.00 7114.900804 1512 49.37 6137 21.77
18611 2022 12 21 36265.00 7115.301220 1512 49.37 6137 21.77
18612 2022 12 21 36266.00 7115.701746 1511 49.34 6137 21.77
18613 2022 12 21 36266.00 7116.102274 1511 49.34 6138 21.78
18614 2022 12 21 36266.40 7116.502274 1510 49.31 6138 21.78
18615 2022 12 21 36267.40 7116.902911 1511 49.34 6138 21.78
18616 2022 12 21 36267.40 7117.303524 1510 49.31 6138 21.78
18617 2022 12 21 36267.40 7117.703822 1510 49.31 6138 21.78
18618 2022 12 21 36268.40 7118.104097 1510 49.31 6138 21.78
18619 2022 12 21 36268.40 7118.504743 1510 49.31 6138 21.78
18620 2022 12 21 36269.40 7118.905213 1510 49.31 6138 21.78
18621 2022 12 21 36269.40 7119.305856 1509 49.28 6138 21.78
18622 2022 12 21 36269.40 7119.706433 1509 49.28 6138 21.78
