n anno mese giorno hum_int hum_corrected RH_raw RH_true temp_int temp_corr
3502 2022 12 21 30488.00 1338.221124 1517 49.52 6132 21.72
3503 2022 12 21 30489.00 1338.621775 1518 49.56 6132 21.72
3504 2022 12 21 30489.00 1339.021962 1517 49.52 6132 21.72
3505 2022 12 21 30490.00 1339.422613 1517 49.52 6132 21.72
3506 2022 12 21 30490.00 1339.822985 1517 49.52 6132 21.72
3507 2022 12 21 30490.40 1340.222985 1517 49.52 6132 21.72
3508 2022 12 21 30490.40 1340.623317 1517 49.52 6133 21.73
3509 2022 12 21 30491.40 1341.023753 1518 49.56 6132 21.72
3510 2022 12 21 30491.40 1341.424003 1517 49.52 6132 21.72
3511 2022 12 21 30492.40 1341.824513 1518 49.56 6132 21.72
3512 2022 12 21 30492.40 1342.225042 1518 49.56 6132 21.72
3513 2022 12 21 30492.40 1342.625371 1518 49.56 6133 21.73
3514 2022 12 21 30493.40 1343.025793 1517 49.53 6132 21.72
3515 2022 12 21 30493.40 1343.426258 1518 49.56 6132 21.72
3516 2022 12 21 30494.40 1343.826497 1518 49.56 6134 21.74
3517 2022 12 21 30494.40 1344.226968 1517 49.53 6132 21.72
3518 2022 12 21 30494.40 1344.627549 1518 49.56 6134 21.74
3519 2022 12 21 30495.40 1345.027878 1518 49.56 6133 21.73
3520 2022 12 21 30495.40 1345.428454 1518 49.56 6133 21.73
3521 2022 12 21 30496.40 1345.829053 1517 49.53 6133 21.73
3522 2022 12 21 30496.40 1346.229702 1517 49.53 6134 21.74
3523 2022 12 21 30496.00 1346.230312 1518 49.56 6134 21.74
3524 2022 12 21 30497.00 1346.630917 1517 49.53 6134 21.74
3525 2022 12 21 30497.00 1347.031358 1517 49.53 6134 21.74
3526 2022 12 21 30498.00 1347.431994 1518 49.56 6134 21.74
3527 2022 12 21 30498.00 1347.832545 1518 49.56 6134 21.74
3528 2022 12 21 30498.00 1348.232934 1518 49.56 6133 21.73
3529 2022 12 21 30498.40 1348.632934 1518 49.56 6134 21.74
3530 2022 12 21 30499.40 1349.033577 1518 49.56 6134 21.74
3531 2022 12 21 30499.40 1349.433863 1518 49.56 6134 21.74
3532 2022 12 21 30500.40 1349.834368 1518 49.56 6134 21.74
3533 2022 12 21 30500.40 1350.234891 1518 49.56 6134 21.74
3534 2022 12 21 30500.40 1350.635402 1518 49.56 6135 21.75
3535 2022 12 21 30501.40 1351.035716 1519 49.59 6135 21.75
3536 2022 12 21 30501.40 1351.436138 1518 49.56 6135 21.75
3537 2022 12 21 30502.40 1351.836758 1518 49.56 6135 21.75
3538 2022 12 21 30502.40 1352.237372 1518 49.56 6134 21.74
3539 2022 12 21 30502.40 1352.637962 1518 49.56 6135 21.75
3540 2022 12 21 30503.40 1353.038382 1518 49.56 6135 21.75
3541 2022 12 21 30503.40 1353.438649 1518 49.56 6136 21.76
3542 2022 12 21 30504.40 1353.839056 1518 49.56 6135 21.75
3543 2022 12 21 30504.40 1354.239511 1518 49.56 6136 21.76
3544 2022 12 21 30504.00 1354.240028 1518 49.56 6136 21.76
3545 2022 12 21 30505.00 1354.640571 1518 49.56 6137 21.77
3546 2022 12 21 30505.00 1355.041131 1518 49.56 6136 21.76
3547 2022 12 21 30506.00 1355.441703 1518 49.56 6135 21.75
3548 2022 12 21 30506.00 1355.841969 1518 49.56 6136 21.76
3549 2022 12 21 30506.00 1356.242528 1518 49.56 6135 21.75
3550 2022 12 21 30506.40 1356.642528 1518 49.56 6135 21.75
3551 2022 12 21 30507.40 1357.043198 1518 49.56 6136 21.76
3552 2022 12 21 30507.40 1357.443512 1518 49.56 6136 21.76
3553 2022 12 21 30508.40 1357.843936 1518 49.56 6136 21.76
3554 2022 12 21 30508.40 1358.244546 1518 49.56 6136 21.76
3555 2022 12 21 30508.40 1358.645159 1518 49.56 6136 21.76
3556 2022 12 21 30509.40 1359.045806 1518 49.56 6135 21.75
3557 2022 12 21 30509.40 1359.446427 1518 49.56 6136 21.76
3558 2022 12 21 30510.40 1359.846946 1518 49.56 6136 21.76
3559 2022 12 21 30510.40 1360.247544 1518 49.56 6136 21.76
3560 2022 12 21 30510.40 1360.648004 1518 49.56 6136 21.76
3561 2022 12 21 30511.40 1361.048546 1518 49.56 6137 21.77
3562 2022 12 21 30511.40 1361.448866 1518 49.56 6136 21.76
3563 2022 12 21 30512.40 1361.849375 1518 49.56 6136 21.76
3564 2022 12 21 30512.40 1362.249912 1518 49.56 6136 21.76
3565 2022 12 21 30512.40 1362.650488 1518 49.56 6137 21.77
3566 2022 12 21 30513.00 1362.650857 1518 49.56 6137 21.77
3567 2022 12 21 30513.00 1363.051223 1518 49.56 6136 21.76
3568 2022 12 21 30514.00 1363.451754 1518 49.56 6137 21.77
3569 2022 12 21 30514.00 1363.852086 1518 49.56 6137 21.77
3570 2022 12 21 30514.00 1364.252700 1517 49.53 6137 21.77
3571 2022 12 21 30515.00 1364.653118 1517 49.53 6136 21.76
3572 2022 12 21 30515.00 1365.053621 1517 49.53 6137 21.77
3573 2022 12 21 30515.40 1365.453621 1517 49.53 6137 21.77
3574 2022 12 21 30516.40 1365.853899 1517 49.53 6136 21.76
3575 2022 12 21 30516.40 1366.254083 1517 49.53 6138 21.78
3576 2022 12 21 30516.40 1366.654286 1517 49.53 6138 21.78
3577 2022 12 21 30517.40 1367.054481 1516 49.50 6138 21.78
3578 2022 12 21 30517.40 1367.454828 1516 49.50 6138 21.78
3579 2022 12 21 30518.40 1367.855228 1516 49.50 6137 21.77
3580 2022 12 21 30518.40 1368.255428 1516 49.50 6137 21.77
3581 2022 12 21 30518.40 1368.655852 1516 49.50 6137 21.77
3582 2022 12 21 30519.40 1369.056313 1516 49.50 6137 21.77
3583 2022 12 21 30519.40 1369.456475 1516 49.50 6138 21.78
3584 2022 12 21 30520.40 1369.856932 1516 49.50 6138 21.78
3585 2022 12 21 30520.40 1370.257127 1516 49.50 6138 21.78
3586 2022 12 21 30520.40 1370.657304 1516 49.50 6138 21.78
3587 2022 12 21 30521.40 1371.057491 1516 49.50 6138 21.78
3588 2022 12 21 30521.00 1371.057706 1516 49.50 6139 21.79
3589 2022 12 21 30522.00 1371.457933 1516 49.50 6138 21.78
3590 2022 12 21 30522.00 1371.858155 1516 49.50 6138 21.78
3591 2022 12 21 30522.00 1372.258404 1516 49.50 6138 21.78
3592 2022 12 21 30523.00 1372.658626 1516 49.50 6138 21.78
3593 2022 12 21 30523.00 1373.058838 1515 49.47 6139 21.79
3594 2022 12 21 30523.40 1373.458838 1516 49.50 6139 21.79
3595 2022 12 21 30524.40 1373.859128 1516 49.50 6138 21.78
3596 2022 12 21 30524.40 1374.259363 1516 49.50 6138 21.78
3597 2022 12 21 30524.40 1374.659585 1516 49.50 6138 21.78
3598 2022 12 21 30525.40 1375.059809 1516 49.50 6138 21.78
3599 2022 12 21 30525.40 1375.460362 1516 49.50 6138 21.78
3600 2022 12 21 30526.40 1375.860905 1516 49.50 6138 21.78
3601 2022 12 21 30526.40 1376.261477 1516 49.50 6138 21.78
3602 2022 12 21 30526.40 1376.662047 1516 49.50 6138 21.78
3603 2022 12 21 30527.40 1377.062614 1516 49.50 6138 21.78
3604 2022 12 21 30527.40 1377.463218 1516 49.50 6138 21.78
3605 2022 12 21 30528.40 1377.863749 1516 49.50 6138 21.78
3606 2022 12 21 30528.40 1378.264351 1516 49.50 6139 21.79
3607 2022 12 21 30528.40 1378.664959 1516 49.50 6138 21.78
3608 2022 12 21 30529.40 1379.065540 1516 49.50 6139 21.79
3609 2022 12 21 30529.40 1379.466095 1516 49.50 6138 21.78
3610 2022 12 21 30530.00 1379.466583 1516 49.50 6138 21.78
3611 2022 12 21 30530.00 1379.866765 1516 49.50 6139 21.79
3612 2022 12 21 30530.00 1380.267110 1516 49.50 6138 21.78
3613 2022 12 21 30531.00 1380.667537 1517 49.53 6138 21.78
3614 2022 12 21 30531.00 1381.067964 1516 49.50 6139 21.79
3615 2022 12 21 30532.00 1381.468321 1516 49.50 6139 21.79
3616 2022 12 21 30532.40 1381.868321 1516 49.50 6139 21.79
3617 2022 12 21 30532.40 1382.268802 1516 49.50 6139 21.79
3618 2022 12 21 30532.40 1382.669264 1516 49.50 6139 21.79
3619 2022 12 21 30533.40 1383.069730 1516 49.50 6139 21.79
3620 2022 12 21 30533.40 1383.469906 1516 49.50 6138 21.78
3621 2022 12 21 30534.40 1383.870268 1516 49.50 6139 21.79
3622 2022 12 21 30534.40 1384.270667 1516 49.50 6140 21.80
3623 2022 12 21 30534.40 1384.671093 1516 49.50 6140 21.80
3624 2022 12 21 30535.40 1385.071474 1516 49.50 6139 21.79
3625 2022 12 21 30535.40 1385.471945 1516 49.50 6140 21.80
3626 2022 12 21 30536.40 1385.872205 1516 49.50 6140 21.80
3627 2022 12 21 30536.40 1386.272671 1516 49.50 6140 21.80
3628 2022 12 21 30536.40 1386.673154 1516 49.50 6138 21.78
3629 2022 12 21 30537.40 1387.073662 1516 49.50 6139 21.79
3630 2022 12 21 30537.40 1387.473983 1516 49.50 6141 21.81
3631 2022 12 21 30538.00 1387.474433 1515 49.47 6140 21.80
3632 2022 12 21 30538.00 1387.874940 1516 49.50 6140 21.80
3633 2022 12 21 30538.00 1388.275459 1516 49.50 6140 21.80
3634 2022 12 21 30539.00 1388.675973 1515 49.47 6140 21.80
3635 2022 12 21 30539.00 1389.076308 1516 49.50 6141 21.81
3636 2022 12 21 30540.00 1389.476532 1515 49.47 6140 21.80
3637 2022 12 21 30540.40 1389.876532 1515 49.47 6140 21.80
3638 2022 12 21 30540.40 1390.276767 1516 49.50 6141 21.81
3639 2022 12 21 30540.40 1390.676977 1515 49.47 6140 21.80
3640 2022 12 21 30541.40 1391.077207 1515 49.47 6141 21.81
3641 2022 12 21 30541.40 1391.477430 1515 49.47 6141 21.81
3642 2022 12 21 30542.40 1391.877659 1514 49.44 6140 21.80
3643 2022 12 21 30542.40 1392.277880 1515 49.47 6140 21.80
3644 2022 12 21 30542.40 1392.678048 1515 49.47 6140 21.80
3645 2022 12 21 30543.40 1393.078277 1514 49.44 6140 21.80
3646 2022 12 21 30543.40 1393.478498 1514 49.44 6140 21.80
3647 2022 12 21 30544.40 1393.878666 1514 49.44 6142 21.82
3648 2022 12 21 30544.40 1394.278890 1514 49.44 6141 21.81
3649 2022 12 21 30544.40 1394.679120 1514 49.44 6141 21.81
3650 2022 12 21 30545.40 1395.079319 1514 49.44 6141 21.81
3651 2022 12 21 30545.40 1395.479840 1514 49.44 6141 21.81
3652 2022 12 21 30546.40 1395.880375 1514 49.44 6141 21.81
3653 2022 12 21 30546.00 1395.880576 1514 49.44 6142 21.82
3654 2022 12 21 30546.00 1396.281040 1514 49.44 6141 21.81
3655 2022 12 21 30547.00 1396.681403 1513 49.41 6142 21.82
3656 2022 12 21 30547.00 1397.081714 1514 49.44 6142 21.82
3657 2022 12 21 30548.00 1397.481893 1513 49.41 6141 21.81
3658 2022 12 21 30548.00 1397.882369 1514 49.44 6141 21.81
3659 2022 12 21 30548.40 1398.282369 1514 49.44 6141 21.81
3660 2022 12 21 30548.40 1398.682858 1513 49.41 6141 21.81
3661 2022 12 21 30549.40 1399.083254 1514 49.44 6140 21.80
3662 2022 12 21 30549.40 1399.483565 1513 49.41 6140 21.80
3663 2022 12 21 30550.40 1399.884130 1513 49.41 6141 21.81
3664 2022 12 21 30550.40 1400.284624 1513 49.41 6142 21.82
3665 2022 12 21 30550.40 1400.684848 1513 49.41 6141 21.81
3666 2022 12 21 30551.40 1401.085455 1513 49.41 6141 21.81
3667 2022 12 21 30551.40 1401.485689 1513 49.41 6140 21.80
3668 2022 12 21 30552.40 1401.886069 1513 49.41 6142 21.82
3669 2022 12 21 30552.40 1402.286482 1513 49.41 6141 21.81
3670 2022 12 21 30552.40 1402.686913 1512 49.38 6141 21.81
3671 2022 12 21 30553.40 1403.087214 1513 49.41 6141 21.81
3672 2022 12 21 30553.40 1403.487670 1513 49.41 6141 21.81
3673 2022 12 21 30554.40 1403.888149 1513 49.41 6141 21.81
3674 2022 12 21 30554.40 1404.288593 1513 49.41 6141 21.81
3675 2022 12 21 30554.00 1404.289087 1513 49.41 6141 21.81
3676 2022 12 21 30555.00 1404.689579 1513 49.41 6141 21.81
3677 2022 12 21 30555.00 1405.089883 1513 49.41 6141 21.81
3678 2022 12 21 30556.00 1405.490386 1513 49.41 6140 21.80
3679 2022 12 21 30556.00 1405.890797 1513 49.41 6141 21.81
3680 2022 12 21 30556.00 1406.291201 1513 49.41 6140 21.80
3681 2022 12 21 30556.40 1406.691201 1513 49.41 6142 21.82
3682 2022 12 21 30557.40 1407.091699 1513 49.41 6139 21.79
3683 2022 12 21 30557.40 1407.492223 1513 49.41 6140 21.80
3684 2022 12 21 30558.40 1407.892754 1513 49.41 6140 21.80
3685 2022 12 21 30558.40 1408.293233 1512 49.38 6139 21.79
3686 2022 12 21 30558.40 1408.693783 1513 49.41 6140 21.80
3687 2022 12 21 30559.40 1409.094295 1513 49.41 6140 21.80
3688 2022 12 21 30559.40 1409.494777 1513 49.41 6140 21.80
3689 2022 12 21 30560.40 1409.895247 1513 49.41 6140 21.80
3690 2022 12 21 30560.40 1410.295656 1513 49.41 6140 21.80
3691 2022 12 21 30560.40 1410.696254 1513 49.41 6140 21.80
3692 2022 12 21 30561.40 1411.096838 1513 49.41 6141 21.81
3693 2022 12 21 30561.40 1411.497088 1514 49.44 6140 21.80
3694 2022 12 21 30562.40 1411.897595 1514 49.44 6140 21.80
3695 2022 12 21 30562.40 1412.298218 1514 49.44 6141 21.81
3696 2022 12 21 30562.40 1412.698458 1513 49.41 6141 21.81
3697 2022 12 21 30563.00 1412.698775 1514 49.44 6140 21.80
3698 2022 12 21 30563.00 1413.099116 1514 49.44 6140 21.80
3699 2022 12 21 30564.00 1413.499358 1514 49.44 6140 21.80
3700 2022 12 21 30564.00 1413.899890 1514 49.44 6141 21.81
3701 2022 12 21 30564.00 1414.300503 1514 49.44 6140 21.80
3702 2022 12 21 30565.00 1414.701100 1514 49.44 6141 21.81
3703 2022 12 21 30565.40 1415.101100 1514 49.44 6141 21.81
3704 2022 12 21 30565.40 1415.501332 1514 49.44 6140 21.80
3705 2022 12 21 30566.40 1415.901699 1514 49.44 6140 21.80
3706 2022 12 21 30566.40 1416.302098 1514 49.44 6141 21.81
3707 2022 12 21 30566.40 1416.702560 1514 49.44 6140 21.80
3708 2022 12 21 30567.40 1417.102956 1514 49.44 6142 21.82
3709 2022 12 21 30567.40 1417.503400 1514 49.44 6141 21.81
3710 2022 12 21 30568.40 1417.903871 1515 49.47 6141 21.81
3711 2022 12 21 30568.40 1418.304071 1514 49.44 6141 21.81
3712 2022 12 21 30568.40 1418.704551 1515 49.47 6142 21.82
3713 2022 12 21 30569.40 1419.104978 1514 49.44 6142 21.82
3714 2022 12 21 30569.40 1419.505329 1514 49.44 6142 21.82
3715 2022 12 21 30570.40 1419.905769 1514 49.44 6143 21.83
3716 2022 12 21 30570.40 1420.306206 1515 49.48 6142 21.82
3717 2022 12 21 30570.40 1420.706731 1514 49.44 6141 21.81
3718 2022 12 21 30571.00 1420.707269 1514 49.44 6142 21.82
3719 2022 12 21 30571.00 1421.107793 1514 49.44 6141 21.81
3720 2022 12 21 30572.00 1421.508238 1514 49.44 6141 21.81
3721 2022 12 21 30572.00 1421.908725 1514 49.44 6142 21.82
3722 2022 12 21 30572.00 1422.309278 1514 49.44 6142 21.82
3723 2022 12 21 30573.00 1422.709595 1514 49.44 6142 21.82
3724 2022 12 21 30573.40 1423.109595 1514 49.44 6142 21.82
3725 2022 12 21 30573.40 1423.509964 1514 49.44 6142 21.82
3726 2022 12 21 30574.40 1423.910301 1514 49.44 6142 21.82
3727 2022 12 21 30574.40 1424.310712 1514 49.44 6143 21.83
3728 2022 12 21 30574.40 1424.711087 1514 49.44 6143 21.83
3729 2022 12 21 30575.40 1425.111474 1514 49.44 6142 21.82
3730 2022 12 21 30575.40 1425.511932 1514 49.44 6143 21.83
3731 2022 12 21 30576.40 1425.912396 1514 49.44 6143 21.83
3732 2022 12 21 30576.40 1426.312874 1514 49.44 6142 21.82
3733 2022 12 21 30576.40 1426.713359 1514 49.44 6143 21.83
3734 2022 12 21 30577.40 1427.113851 1514 49.44 6142 21.82
3735 2022 12 21 30577.40 1427.514349 1514 49.44 6143 21.83
3736 2022 12 21 30578.40 1427.914853 1514 49.44 6143 21.83
3737 2022 12 21 30578.40 1428.315320 1514 49.44 6143 21.83
3738 2022 12 21 30578.40 1428.715784 1514 49.44 6143 21.83
3739 2022 12 21 30579.40 1429.116294 1514 49.44 6143 21.83
3740 2022 12 21 30579.00 1429.116699 1514 49.44 6142 21.82
3741 2022 12 21 30580.00 1429.516875 1514 49.44 6142 21.82
3742 2022 12 21 30580.00 1429.917111 1514 49.44 6143 21.83
3743 2022 12 21 30580.00 1430.317537 1513 49.41 6144 21.84
3744 2022 12 21 30581.00 1430.717953 1514 49.45 6143 21.83
3745 2022 12 21 30581.00 1431.118215 1514 49.44 6142 21.82
3746 2022 12 21 30581.40 1431.518215 1513 49.41 6143 21.83
3747 2022 12 21 30582.40 1431.918491 1514 49.44 6142 21.82
3748 2022 12 21 30582.40 1432.318992 1513 49.41 6143 21.83
3749 2022 12 21 30582.40 1432.719485 1513 49.41 6143 21.83
3750 2022 12 21 30583.40 1433.119876 1513 49.41 6143 21.83
3751 2022 12 21 30583.40 1433.520359 1513 49.41 6142 21.82
3752 2022 12 21 30584.40 1433.920818 1513 49.41 6143 21.83
3753 2022 12 21 30584.40 1434.321318 1513 49.41 6142 21.82
3754 2022 12 21 30584.40 1434.721686 1513 49.41 6143 21.83
3755 2022 12 21 30585.40 1435.122226 1513 49.41 6143 21.83
3756 2022 12 21 30585.40 1435.522441 1513 49.41 6143 21.83
3757 2022 12 21 30586.40 1435.922686 1513 49.41 6144 21.84
3758 2022 12 21 30586.40 1436.323125 1513 49.41 6143 21.83
3759 2022 12 21 30586.40 1436.723616 1513 49.41 6143 21.83
3760 2022 12 21 30587.40 1437.124154 1513 49.41 6144 21.84
3761 2022 12 21 30587.40 1437.524717 1513 49.41 6142 21.82
3762 2022 12 21 30588.00 1437.524963 1513 49.41 6143 21.83
3763 2022 12 21 30588.00 1437.925515 1513 49.41 6143 21.83
3764 2022 12 21 30588.00 1438.326098 1512 49.38 6143 21.83
3765 2022 12 21 30589.00 1438.726628 1513 49.41 6144 21.84
3766 2022 12 21 30589.00 1439.126947 1512 49.38 6143 21.83
3767 2022 12 21 30590.00 1439.527322 1512 49.38 6144 21.84
3768 2022 12 21 30590.40 1439.927322 1513 49.41 6144 21.84
3769 2022 12 21 30590.40 1440.327777 1512 49.38 6143 21.83
3770 2022 12 21 30590.40 1440.728214 1512 49.38 6144 21.84
3771 2022 12 21 30591.40 1441.128551 1512 49.38 6144 21.84
3772 2022 12 21 30591.40 1441.528740 1512 49.38 6143 21.83
3773 2022 12 21 30592.40 1441.929133 1512 49.38 6144 21.84
3774 2022 12 21 30592.40 1442.329620 1512 49.38 6144 21.84
3775 2022 12 21 30592.40 1442.729829 1512 49.38 6143 21.83
3776 2022 12 21 30593.40 1443.130311 1512 49.38 6144 21.84
3777 2022 12 21 30593.40 1443.530554 1512 49.38 6143 21.83
3778 2022 12 21 30594.40 1443.930718 1512 49.38 6144 21.84
3779 2022 12 21 30594.40 1444.331213 1511 49.35 6144 21.84
3780 2022 12 21 30594.40 1444.731719 1511 49.35 6144 21.84
3781 2022 12 21 30595.40 1445.132229 1511 49.35 6144 21.84
3782 2022 12 21 30595.40 1445.532425 1511 49.35 6144 21.84
3783 2022 12 21 30596.00 1445.532601 1511 49.35 6144 21.84
3784 2022 12 21 30596.00 1445.932771 1511 49.35 6144 21.84
3785 2022 12 21 30596.00 1446.332921 1511 49.35 6144 21.84
3786 2022 12 21 30597.00 1446.733118 1511 49.35 6144 21.84
3787 2022 12 21 30597.00 1447.133350 1511 49.35 6144 21.84
3788 2022 12 21 30598.00 1447.533509 1510 49.32 6144 21.84
3789 2022 12 21 30598.40 1447.933509 1511 49.35 6144 21.84
3790 2022 12 21 30598.40 1448.333768 1511 49.35 6144 21.84
3791 2022 12 21 30598.40 1448.733989 1510 49.32 6145 21.85
3792 2022 12 21 30599.40 1449.134147 1511 49.35 6145 21.85
3793 2022 12 21 30599.40 1449.534378 1511 49.35 6144 21.84
3794 2022 12 21 30600.40 1449.934598 1510 49.32 6144 21.84
3795 2022 12 21 30600.40 1450.334824 1510 49.32 6144 21.84
3796 2022 12 21 30600.40 1450.735050 1511 49.35 6144 21.84
3797 2022 12 21 30601.40 1451.135371 1511 49.35 6144 21.84
3798 2022 12 21 30601.40 1451.535844 1510 49.32 6144 21.84
3799 2022 12 21 30602.40 1451.936074 1510 49.32 6144 21.84
3800 2022 12 21 30602.40 1452.336304 1510 49.32 6142 21.82
3801 2022 12 21 30602.40 1452.736479 1510 49.32 6144 21.84
3802 2022 12 21 30603.40 1453.136714 1510 49.32 6143 21.83
3803 2022 12 21 30603.40 1453.536936 1510 49.32 6144 21.84
3804 2022 12 21 30604.40 1453.937162 1510 49.32 6144 21.84
3805 2022 12 21 30604.00 1453.937426 1509 49.29 6144 21.84
3806 2022 12 21 30604.00 1454.337644 1509 49.29 6144 21.84
3807 2022 12 21 30605.00 1454.737977 1509 49.29 6144 21.84
3808 2022 12 21 30605.00 1455.138555 1509 49.29 6144 21.84
3809 2022 12 21 30606.00 1455.539123 1509 49.29 6143 21.83
3810 2022 12 21 30606.00 1455.939452 1509 49.29 6143 21.83
3811 2022 12 21 30606.40 1456.339452 1509 49.29 6143 21.83
3812 2022 12 21 30606.40 1456.740064 1508 49.25 6144 21.84
3813 2022 12 21 30607.40 1457.140627 1508 49.26 6143 21.83
3814 2022 12 21 30607.40 1457.541219 1509 49.29 6144 21.84
3815 2022 12 21 30608.40 1457.941806 1509 49.29 6144 21.84
3816 2022 12 21 30608.40 1458.342401 1508 49.26 6144 21.84
3817 2022 12 21 30608.40 1458.742611 1508 49.26 6144 21.84
3818 2022 12 21 30609.40 1459.143244 1509 49.29 6144 21.84
3819 2022 12 21 30609.40 1459.543657 1509 49.29 6144 21.84
3820 2022 12 21 30610.40 1459.944112 1508 49.26 6144 21.84
3821 2022 12 21 30610.40 1460.344673 1508 49.26 6144 21.84
3822 2022 12 21 30610.40 1460.745034 1508 49.26 6144 21.84
3823 2022 12 21 30611.40 1461.145565 1508 49.26 6143 21.83
3824 2022 12 21 30611.40 1461.546265 1508 49.25 6143 21.83
3825 2022 12 21 30612.40 1461.946943 1508 49.25 6144 21.84
3826 2022 12 21 30612.40 1462.347229 1508 49.26 6144 21.84
3827 2022 12 21 30612.00 1462.347921 1508 49.26 6145 21.85
3828 2022 12 21 30613.00 1462.748295 1508 49.26 6146 21.86
3829 2022 12 21 30613.00 1463.148745 1508 49.26 6144 21.84
3830 2022 12 21 30614.00 1463.549214 1508 49.26 6145 21.85
3831 2022 12 21 30614.00 1463.949722 1508 49.26 6145 21.85
3832 2022 12 21 30614.40 1464.349722 1508 49.26 6144 21.84
3833 2022 12 21 30614.40 1464.750262 1508 49.26 6144 21.84
3834 2022 12 21 30615.40 1465.150716 1508 49.26 6145 21.85
3835 2022 12 21 30615.40 1465.551014 1508 49.26 6144 21.84
3836 2022 12 21 30616.40 1465.951571 1508 49.26 6144 21.84
3837 2022 12 21 30616.40 1466.352052 1509 49.29 6144 21.84
3838 2022 12 21 30616.40 1466.752667 1509 49.29 6144 21.84
3839 2022 12 21 30617.40 1467.153075 1509 49.29 6144 21.84
3840 2022 12 21 30617.40 1467.553658 1509 49.29 6144 21.84
3841 2022 12 21 30618.40 1467.954261 1509 49.29 6144 21.84
3842 2022 12 21 30618.40 1468.354518 1508 49.26 6144 21.84
3843 2022 12 21 30618.40 1468.754863 1509 49.29 6144 21.84
3844 2022 12 21 30619.40 1469.155187 1509 49.29 6144 21.84
3845 2022 12 21 30619.40 1469.555819 1508 49.26 6144 21.84
3846 2022 12 21 30620.40 1469.956363 1509 49.29 6144 21.84
3847 2022 12 21 30620.40 1470.356647 1509 49.29 6144 21.84
3848 2022 12 21 30620.40 1470.757043 1509 49.29 6144 21.84
3849 2022 12 21 30621.00 1470.757365 1509 49.29 6144 21.84
3850 2022 12 21 30621.00 1471.157773 1509 49.29 6144 21.84
3851 2022 12 21 30622.00 1471.558214 1509 49.29 6144 21.84
3852 2022 12 21 30622.00 1471.958528 1508 49.26 6144 21.84
3853 2022 12 21 30622.00 1472.359047 1508 49.26 6144 21.84
3854 2022 12 21 30623.00 1472.759638 1509 49.29 6145 21.85
3855 2022 12 21 30623.40 1473.159638 1509 49.29 6145 21.85
3856 2022 12 21 30623.40 1473.560214 1509 49.29 6145 21.85
3857 2022 12 21 30624.40 1473.960703 1509 49.29 6145 21.85
3858 2022 12 21 30624.40 1474.361112 1509 49.29 6145 21.85
3859 2022 12 21 30624.40 1474.761723 1509 49.29 6145 21.85
3860 2022 12 21 30625.40 1475.162224 1509 49.29 6144 21.84
3861 2022 12 21 30625.40 1475.562809 1508 49.26 6144 21.84
3862 2022 12 21 30626.40 1475.963411 1509 49.29 6145 21.85
3863 2022 12 21 30626.40 1476.363647 1509 49.29 6145 21.85
3864 2022 12 21 30626.40 1476.764082 1509 49.29 6144 21.84
3865 2022 12 21 30627.40 1477.164565 1509 49.29 6144 21.84
3866 2022 12 21 30627.40 1477.565005 1509 49.29 6146 21.86
3867 2022 12 21 30628.40 1477.965526 1508 49.26 6146 21.86
3868 2022 12 21 30628.40 1478.366039 1509 49.29 6146 21.86
3869 2022 12 21 30628.40 1478.766614 1508 49.26 6147 21.87
3870 2022 12 21 30629.00 1478.767207 1508 49.26 6146 21.86
3871 2022 12 21 30629.00 1479.167770 1508 49.26 6146 21.86
3872 2022 12 21 30630.00 1479.568349 1508 49.26 6147 21.87
3873 2022 12 21 30630.00 1479.968910 1508 49.26 6148 21.88
3874 2022 12 21 30630.00 1480.369455 1508 49.26 6146 21.86
3875 2022 12 21 30631.00 1480.769957 1508 49.26 6147 21.87
3876 2022 12 21 30631.40 1481.169957 1508 49.26 6146 21.86
3877 2022 12 21 30631.40 1481.570519 1508 49.26 6147 21.87
3878 2022 12 21 30632.40 1481.971029 1508 49.26 6147 21.87
3879 2022 12 21 30632.40 1482.371542 1507 49.23 6148 21.88
3880 2022 12 21 30632.40 1482.771934 1508 49.26 6147 21.87
3881 2022 12 21 30633.40 1483.172528 1508 49.26 6148 21.88
3882 2022 12 21 30633.40 1483.572816 1507 49.23 6148 21.88
3883 2022 12 21 30634.40 1483.973383 1507 49.23 6147 21.87
3884 2022 12 21 30634.40 1484.373988 1506 49.20 6148 21.88
3885 2022 12 21 30634.40 1484.774590 1507 49.23 6148 21.88
3886 2022 12 21 30635.40 1485.175209 1506 49.20 6148 21.88
3887 2022 12 21 30635.40 1485.575760 1507 49.23 6148 21.88
3888 2022 12 21 30636.40 1485.976364 1507 49.23 6147 21.87
3889 2022 12 21 30636.40 1486.376912 1507 49.23 6148 21.88
3890 2022 12 21 30636.40 1486.777577 1506 49.20 6147 21.87
3891 2022 12 21 30637.40 1487.178244 1506 49.20 6148 21.88
3892 2022 12 21 30637.00 1487.178780 1506 49.20 6148 21.88
3893 2022 12 21 30638.00 1487.579313 1506 49.20 6148 21.88
3894 2022 12 21 30638.00 1487.979749 1506 49.20 6147 21.87
3895 2022 12 21 30638.00 1488.380151 1506 49.20 6147 21.87
3896 2022 12 21 30639.00 1488.780513 1506 49.20 6147 21.87
3897 2022 12 21 30639.40 1489.180513 1506 49.20 6148 21.88
3898 2022 12 21 30639.40 1489.581106 1506 49.20 6147 21.87
3899 2022 12 21 30640.40 1489.981659 1506 49.20 6146 21.86
