n anno mese giorno hum_int time RH_raw RH_true temp_int temp_corr
127 2022 12 15 45430.80 50.023919 1814 58.93 6238 22.78
128 2022 12 15 45431.20 50.423919 1813 58.90 6237 22.77
129 2022 12 15 45431.40 50.824597 1813 58.90 6239 22.79
130 2022 12 15 45431.80 51.224597 1813 58.90 6239 22.79
131 2022 12 15 45432.20 51.624597 1813 58.90 6240 22.80
132 2022 12 15 45432.40 52.025260 1813 58.90 6240 22.80
133 2022 12 15 45432.80 52.425260 1813 58.90 6239 22.79
134 2022 12 15 45433.20 52.825260 1813 58.90 6238 22.78
135 2022 12 15 45433.40 53.225900 1813 58.90 6238 22.78
136 2022 12 15 45433.80 53.625900 1813 58.90 6239 22.79
137 2022 12 15 45434.20 54.025900 1813 58.90 6238 22.78
138 2022 12 15 45434.40 54.426450 1813 58.90 6239 22.79
139 2022 12 15 45434.80 54.826450 1813 58.90 6239 22.79
140 2022 12 15 45435.20 55.226450 1813 58.90 6240 22.80
141 2022 12 15 45436.40 55.627092 1813 58.90 6240 22.80
142 2022 12 15 45436.80 56.027092 1813 58.90 6239 22.79
143 2022 12 15 45437.20 56.427092 1813 58.90 6239 22.79
144 2022 12 15 45437.00 56.427697 1813 58.90 6238 22.78
145 2022 12 15 45437.40 56.827697 1812 58.87 6239 22.79
146 2022 12 15 45437.80 57.227697 1813 58.90 6239 22.79
147 2022 12 15 45438.00 57.628269 1812 58.87 6240 22.80
148 2022 12 15 45438.40 58.028269 1813 58.90 6240 22.80
149 2022 12 15 45438.80 58.428269 1813 58.90 6239 22.79
150 2022 12 15 45439.20 58.828269 1813 58.90 6239 22.79
151 2022 12 15 45439.40 59.228959 1813 58.90 6239 22.79
152 2022 12 15 45439.80 59.628959 1813 58.90 6238 22.78
153 2022 12 15 45440.20 60.028959 1813 58.90 6240 22.80
154 2022 12 15 45440.40 60.429594 1813 58.90 6238 22.78
155 2022 12 15 45440.80 60.829594 1813 58.90 6238 22.78
156 2022 12 15 45441.20 61.229594 1813 58.90 6239 22.79
157 2022 12 15 45442.40 61.630183 1813 58.90 6238 22.78
158 2022 12 15 45442.80 62.030183 1813 58.90 6239 22.79
159 2022 12 15 45443.20 62.430183 1813 58.90 6239 22.79
160 2022 12 15 45443.40 62.830865 1813 58.90 6238 22.78
161 2022 12 15 45443.80 63.230865 1814 58.93 6238 22.78
162 2022 12 15 45444.20 63.630865 1813 58.90 6238 22.78
163 2022 12 15 45444.40 64.031147 1813 58.90 6238 22.78
164 2022 12 15 45444.80 64.431147 1813 58.90 6238 22.78
165 2022 12 15 45445.20 64.831147 1813 58.90 6238 22.78
166 2022 12 15 45445.00 64.831645 1813 58.90 6238 22.78
167 2022 12 15 45445.40 65.231645 1813 58.90 6238 22.78
168 2022 12 15 45445.80 65.631645 1813 58.90 6238 22.78
169 2022 12 15 45446.00 66.032127 1813 58.90 6238 22.78
170 2022 12 15 45446.40 66.432127 1813 58.90 6238 22.78
171 2022 12 15 45446.80 66.832127 1813 58.90 6238 22.78
172 2022 12 15 45447.20 67.232127 1813 58.90 6239 22.79
173 2022 12 15 45448.40 67.632684 1813 58.90 6236 22.76
174 2022 12 15 45448.80 68.032684 1814 58.93 6237 22.77
175 2022 12 15 45449.20 68.432684 1813 58.90 6237 22.77
176 2022 12 15 45449.40 68.833210 1813 58.90 6237 22.77
177 2022 12 15 45449.80 69.233210 1814 58.93 6236 22.76
178 2022 12 15 45450.20 69.633210 1813 58.90 6237 22.77
179 2022 12 15 45450.40 70.033774 1814 58.93 6236 22.76
180 2022 12 15 45450.80 70.433774 1814 58.93 6238 22.78
181 2022 12 15 45451.20 70.833774 1814 58.93 6238 22.78
182 2022 12 15 45451.40 71.234270 1813 58.90 6236 22.76
183 2022 12 15 45451.80 71.634270 1814 58.93 6237 22.77
184 2022 12 15 45452.20 72.034270 1814 58.93 6237 22.77
185 2022 12 15 45452.40 72.434490 1814 58.93 6236 22.76
186 2022 12 15 45452.80 72.834490 1814 58.93 6237 22.77
187 2022 12 15 45453.20 73.234490 1814 58.93 6237 22.77
188 2022 12 15 45454.00 73.234928 1814 58.93 6238 22.78
189 2022 12 15 45454.40 73.634928 1814 58.93 6237 22.77
190 2022 12 15 45454.80 74.034928 1814 58.93 6236 22.76
191 2022 12 15 45455.00 74.435424 1814 58.93 6237 22.77
192 2022 12 15 45455.40 74.835424 1814 58.93 6238 22.78
193 2022 12 15 45455.80 75.235424 1814 58.93 6237 22.77
194 2022 12 15 45456.20 75.635424 1814 58.93 6237 22.77
195 2022 12 15 45456.40 76.035772 1814 58.93 6237 22.77
196 2022 12 15 45456.80 76.435772 1814 58.93 6238 22.78
197 2022 12 15 45457.20 76.835772 1814 58.93 6236 22.76
198 2022 12 15 45457.40 77.236103 1814 58.93 6237 22.77
199 2022 12 15 45457.80 77.636103 1814 58.93 6238 22.78
200 2022 12 15 45458.20 78.036103 1814 58.93 6238 22.78
201 2022 12 15 45458.40 78.436693 1814 58.93 6236 22.76
202 2022 12 15 45458.80 78.836693 1814 58.93 6237 22.77
203 2022 12 15 45459.20 79.236693 1814 58.93 6237 22.77
204 2022 12 15 45460.40 79.637209 1814 58.93 6237 22.77
205 2022 12 15 45460.80 80.037209 1814 58.93 6236 22.76
206 2022 12 15 45461.20 80.437209 1814 58.93 6237 22.77
207 2022 12 15 45461.40 80.837816 1814 58.93 6237 22.77
208 2022 12 15 45461.80 81.237816 1815 58.96 6237 22.77
209 2022 12 15 45462.20 81.637816 1814 58.93 6237 22.77
210 2022 12 15 45462.40 82.038424 1814 58.93 6237 22.77
211 2022 12 15 45462.80 82.438424 1814 58.93 6236 22.76
212 2022 12 15 45463.20 82.838424 1814 58.93 6237 22.77
213 2022 12 15 45463.00 82.838906 1814 58.93 6237 22.77
214 2022 12 15 45463.40 83.238906 1815 58.96 6236 22.76
215 2022 12 15 45463.80 83.638906 1815 58.96 6235 22.75
216 2022 12 15 45464.00 84.039405 1815 58.96 6237 22.77
217 2022 12 15 45464.40 84.439405 1814 58.93 6237 22.77
218 2022 12 15 45464.80 84.839405 1814 58.93 6237 22.77
219 2022 12 15 45465.20 85.239405 1815 58.96 6237 22.77
220 2022 12 15 45466.40 85.639776 1815 58.96 6237 22.77
221 2022 12 15 45466.80 86.039776 1815 58.96 6236 22.76
222 2022 12 15 45467.20 86.439776 1815 58.96 6236 22.76
223 2022 12 15 45467.40 86.840379 1815 58.96 6237 22.77
224 2022 12 15 45467.80 87.240379 1814 58.93 6236 22.76
225 2022 12 15 45468.20 87.640379 1815 58.96 6237 22.77
226 2022 12 15 45468.40 88.040885 1815 58.96 6237 22.77
227 2022 12 15 45468.80 88.440885 1815 58.96 6237 22.77
228 2022 12 15 45469.20 88.840885 1815 58.96 6237 22.77
229 2022 12 15 45469.40 89.241253 1815 58.96 6237 22.77
230 2022 12 15 45469.80 89.641253 1815 58.96 6238 22.78
231 2022 12 15 45470.20 90.041253 1815 58.96 6237 22.77
232 2022 12 15 45470.40 90.441849 1815 58.96 6236 22.76
233 2022 12 15 45470.80 90.841849 1815 58.96 6237 22.77
234 2022 12 15 45471.20 91.241849 1815 58.96 6237 22.77
235 2022 12 15 45472.00 91.242443 1815 58.96 6236 22.76
236 2022 12 15 45472.40 91.642443 1815 58.96 6237 22.77
237 2022 12 15 45472.80 92.042443 1815 58.96 6237 22.77
238 2022 12 15 45473.00 92.442975 1815 58.96 6237 22.77
239 2022 12 15 45473.40 92.842975 1815 58.96 6237 22.77
240 2022 12 15 45473.80 93.242975 1815 58.96 6236 22.76
241 2022 12 15 45474.20 93.642975 1816 58.99 6236 22.76
242 2022 12 15 45474.40 94.043608 1815 58.96 6237 22.77
243 2022 12 15 45474.80 94.443608 1816 58.99 6237 22.77
244 2022 12 15 45475.20 94.843608 1816 58.99 6237 22.77
245 2022 12 15 45475.40 95.244263 1816 58.99 6236 22.76
246 2022 12 15 45475.80 95.644263 1816 58.99 6237 22.77
247 2022 12 15 45476.20 96.044263 1815 58.96 6236 22.76
248 2022 12 15 45476.40 96.444880 1816 58.99 6236 22.76
249 2022 12 15 45476.80 96.844880 1815 58.96 6236 22.76
250 2022 12 15 45477.20 97.244880 1816 58.99 6236 22.76
251 2022 12 15 45478.40 97.645448 1816 58.99 6236 22.76
252 2022 12 15 45478.80 98.045448 1816 58.99 6236 22.76
253 2022 12 15 45479.20 98.445448 1816 58.99 6237 22.77
254 2022 12 15 45479.40 98.845753 1816 58.99 6236 22.76
255 2022 12 15 45479.80 99.245753 1816 58.99 6236 22.76
256 2022 12 15 45480.20 99.645753 1816 58.99 6236 22.76
257 2022 12 15 45480.00 99.646036 1815 58.96 6236 22.76
258 2022 12 15 45480.40 100.046036 1815 58.96 6235 22.75
259 2022 12 15 45480.80 100.446036 1815 58.96 6237 22.77
260 2022 12 15 45481.00 100.846311 1815 58.96 6236 22.76
261 2022 12 15 45481.40 101.246311 1815 58.96 6236 22.76
262 2022 12 15 45481.80 101.646311 1815 58.96 6236 22.76
263 2022 12 15 45482.20 102.046311 1815 58.96 6236 22.76
264 2022 12 15 45482.40 102.446644 1815 58.96 6235 22.75
265 2022 12 15 45482.80 102.846644 1816 58.99 6235 22.75
266 2022 12 15 45483.20 103.246644 1815 58.96 6235 22.75
267 2022 12 15 45484.40 103.646961 1815 58.96 6236 22.76
268 2022 12 15 45484.80 104.046961 1815 58.96 6236 22.76
269 2022 12 15 45485.20 104.446961 1816 58.99 6236 22.76
270 2022 12 15 45485.40 104.847282 1815 58.96 6236 22.76
271 2022 12 15 45485.80 105.247282 1816 58.99 6236 22.76
272 2022 12 15 45486.20 105.647282 1815 58.96 6236 22.76
273 2022 12 15 45486.40 106.047831 1816 58.99 6236 22.76
274 2022 12 15 45486.80 106.447831 1815 58.96 6236 22.76
275 2022 12 15 45487.20 106.847831 1816 58.99 6236 22.76
276 2022 12 15 45487.40 107.248128 1816 58.99 6236 22.76
277 2022 12 15 45487.80 107.648128 1816 58.99 6236 22.76
278 2022 12 15 45488.20 108.048128 1816 58.99 6236 22.76
279 2022 12 15 45488.00 108.048368 1816 58.99 6236 22.76
280 2022 12 15 45488.40 108.448368 1816 58.99 6235 22.75
281 2022 12 15 45488.80 108.848368 1816 58.99 6235 22.75
282 2022 12 15 45490.00 109.248657 1816 58.99 6235 22.75
283 2022 12 15 45490.40 109.648657 1816 58.99 6235 22.75
284 2022 12 15 45490.80 110.048657 1816 58.99 6235 22.75
285 2022 12 15 45491.20 110.448657 1816 58.99 6235 22.75
286 2022 12 15 45491.40 110.849013 1816 58.99 6236 22.76
287 2022 12 15 45491.80 111.249013 1816 58.99 6236 22.76
288 2022 12 15 45492.20 111.649013 1816 58.99 6236 22.76
289 2022 12 15 45492.40 112.049606 1816 58.99 6236 22.76
290 2022 12 15 45492.80 112.449606 1816 58.99 6235 22.75
291 2022 12 15 45493.20 112.849606 1816 58.99 6236 22.76
292 2022 12 15 45493.40 113.250193 1816 58.99 6236 22.76
293 2022 12 15 45493.80 113.650193 1816 58.99 6235 22.75
294 2022 12 15 45494.20 114.050193 1816 58.99 6236 22.76
295 2022 12 15 45494.40 114.450863 1817 59.02 6234 22.74
296 2022 12 15 45494.80 114.850863 1816 58.99 6235 22.75
297 2022 12 15 45495.20 115.250863 1816 58.99 6234 22.74
298 2022 12 15 45496.40 115.651444 1816 58.99 6236 22.76
299 2022 12 15 45496.80 116.051444 1816 58.99 6236 22.76
300 2022 12 15 45497.20 116.451444 1816 58.99 6235 22.75
301 2022 12 15 45497.00 116.452084 1816 58.99 6235 22.75
302 2022 12 15 45497.40 116.852084 1816 58.99 6236 22.76
303 2022 12 15 45497.80 117.252084 1816 58.99 6235 22.75
304 2022 12 15 45498.00 117.652634 1816 58.99 6234 22.74
305 2022 12 15 45498.40 118.052634 1816 58.99 6236 22.76
306 2022 12 15 45498.80 118.452634 1816 58.99 6235 22.75
307 2022 12 15 45499.20 118.852634 1816 58.99 6235 22.75
308 2022 12 15 45499.40 119.253264 1817 59.02 6235 22.75
309 2022 12 15 45499.80 119.653264 1816 58.99 6234 22.74
310 2022 12 15 45500.20 120.053264 1817 59.02 6234 22.74
311 2022 12 15 45500.40 120.453882 1816 58.99 6236 22.76
312 2022 12 15 45500.80 120.853882 1816 58.99 6235 22.75
313 2022 12 15 45501.20 121.253882 1816 58.99 6234 22.74
314 2022 12 15 45502.40 121.654387 1816 58.99 6234 22.74
315 2022 12 15 45502.80 122.054387 1816 58.99 6234 22.74
316 2022 12 15 45503.20 122.454387 1816 58.99 6234 22.74
317 2022 12 15 45503.40 122.854652 1816 58.99 6234 22.74
318 2022 12 15 45503.80 123.254652 1816 58.99 6235 22.75
319 2022 12 15 45504.20 123.654652 1816 58.99 6235 22.75
320 2022 12 15 45504.40 124.055041 1816 58.99 6234 22.74
321 2022 12 15 45504.80 124.455041 1816 58.99 6235 22.75
322 2022 12 15 45505.20 124.855041 1817 59.02 6235 22.75
323 2022 12 15 45505.00 124.855570 1817 59.02 6236 22.76
324 2022 12 15 45505.40 125.255570 1817 59.02 6235 22.75
325 2022 12 15 45505.80 125.655570 1816 58.99 6236 22.76
326 2022 12 15 45506.00 126.056061 1817 59.02 6234 22.74
327 2022 12 15 45506.40 126.456061 1817 59.02 6235 22.75
328 2022 12 15 45506.80 126.856061 1816 58.99 6235 22.75
329 2022 12 15 45507.20 127.256061 1817 59.02 6236 22.76
330 2022 12 15 45508.40 127.656549 1816 58.99 6235 22.75
331 2022 12 15 45508.80 128.056549 1816 58.99 6234 22.74
332 2022 12 15 45509.20 128.456549 1816 58.99 6235 22.75
333 2022 12 15 45509.40 128.857033 1816 58.99 6236 22.76
334 2022 12 15 45509.80 129.257033 1816 58.99 6234 22.74
335 2022 12 15 45510.20 129.657033 1816 58.99 6236 22.76
336 2022 12 15 45510.40 130.057578 1816 58.99 6235 22.75
337 2022 12 15 45510.80 130.457578 1817 59.02 6236 22.76
338 2022 12 15 45511.20 130.857578 1816 58.99 6236 22.76
339 2022 12 15 45511.40 131.258024 1816 58.99 6235 22.75
340 2022 12 15 45511.80 131.658024 1816 58.99 6235 22.75
341 2022 12 15 45512.20 132.058024 1816 58.99 6236 22.76
342 2022 12 15 45512.40 132.458591 1816 58.99 6235 22.75
343 2022 12 15 45512.80 132.858591 1816 58.99 6236 22.76
344 2022 12 15 45513.20 133.258591 1817 59.02 6235 22.75
345 2022 12 15 45514.00 133.259147 1816 58.99 6236 22.76
346 2022 12 15 45514.40 133.659147 1816 58.99 6236 22.76
347 2022 12 15 45514.80 134.059147 1816 58.99 6235 22.75
348 2022 12 15 45515.00 134.459601 1816 58.99 6236 22.76
349 2022 12 15 45515.40 134.859601 1816 58.99 6236 22.76
350 2022 12 15 45515.80 135.259601 1816 58.99 6236 22.76
351 2022 12 15 45516.20 135.659601 1817 59.02 6235 22.75
352 2022 12 15 45516.40 136.060207 1816 58.99 6236 22.76
353 2022 12 15 45516.80 136.460207 1816 58.99 6235 22.75
354 2022 12 15 45517.20 136.860207 1816 58.99 6236 22.76
355 2022 12 15 45517.40 137.260813 1816 58.99 6236 22.76
356 2022 12 15 45517.80 137.660813 1816 58.99 6236 22.76
357 2022 12 15 45518.20 138.060813 1816 58.99 6236 22.76
358 2022 12 15 45518.40 138.461134 1816 58.99 6236 22.76
359 2022 12 15 45518.80 138.861134 1816 58.99 6235 22.75
360 2022 12 15 45519.20 139.261134 1816 58.99 6236 22.76
361 2022 12 15 45520.40 139.661537 1816 58.99 6235 22.75
362 2022 12 15 45520.80 140.061537 1816 58.99 6236 22.76
363 2022 12 15 45521.20 140.461537 1816 58.99 6236 22.76
364 2022 12 15 45521.40 140.861965 1816 58.99 6236 22.76
365 2022 12 15 45521.80 141.261965 1816 58.99 6235 22.75
366 2022 12 15 45522.20 141.661965 1816 58.99 6236 22.76
367 2022 12 15 45522.00 141.662300 1816 58.99 6237 22.77
368 2022 12 15 45522.40 142.062300 1816 58.99 6236 22.76
369 2022 12 15 45522.80 142.462300 1816 58.99 6236 22.76
370 2022 12 15 45523.00 142.862804 1816 58.99 6236 22.76
371 2022 12 15 45523.40 143.262804 1816 58.99 6236 22.76
372 2022 12 15 45523.80 143.662804 1816 58.99 6236 22.76
373 2022 12 15 45524.20 144.062804 1816 58.99 6237 22.77
374 2022 12 15 45524.40 144.463301 1816 58.99 6236 22.76
375 2022 12 15 45524.80 144.863301 1816 58.99 6236 22.76
376 2022 12 15 45525.20 145.263301 1816 58.99 6237 22.77
377 2022 12 15 45526.40 145.663850 1816 58.99 6236 22.76
378 2022 12 15 45526.80 146.063850 1816 58.99 6236 22.76
379 2022 12 15 45527.20 146.463850 1815 58.96 6235 22.75
380 2022 12 15 45527.40 146.864416 1816 58.99 6235 22.75
381 2022 12 15 45527.80 147.264416 1816 58.99 6236 22.76
382 2022 12 15 45528.20 147.664416 1816 58.99 6236 22.76
383 2022 12 15 45528.40 148.064943 1815 58.96 6236 22.76
384 2022 12 15 45528.80 148.464943 1816 58.99 6235 22.75
385 2022 12 15 45529.20 148.864943 1815 58.96 6236 22.76
386 2022 12 15 45529.40 149.265199 1815 58.96 6236 22.76
387 2022 12 15 45529.80 149.665199 1816 58.99 6237 22.77
388 2022 12 15 45530.20 150.065199 1816 58.99 6237 22.77
389 2022 12 15 45530.00 150.065658 1816 58.99 6237 22.77
390 2022 12 15 45530.40 150.465658 1816 58.99 6237 22.77
391 2022 12 15 45530.80 150.865658 1815 58.96 6236 22.76
392 2022 12 15 45532.00 151.265929 1816 58.99 6236 22.76
393 2022 12 15 45532.40 151.665929 1815 58.96 6236 22.76
394 2022 12 15 45532.80 152.065929 1816 58.99 6236 22.76
395 2022 12 15 45533.20 152.465929 1815 58.96 6236 22.76
396 2022 12 15 45533.40 152.866527 1816 58.99 6236 22.76
397 2022 12 15 45533.80 153.266527 1815 58.96 6236 22.76
398 2022 12 15 45534.20 153.666527 1815 58.96 6236 22.76
399 2022 12 15 45534.40 154.067135 1816 58.99 6236 22.76
400 2022 12 15 45534.80 154.467135 1816 58.99 6236 22.76
401 2022 12 15 45535.20 154.867135 1815 58.96 6236 22.76
402 2022 12 15 45535.40 155.267423 1815 58.96 6236 22.76
403 2022 12 15 45535.80 155.667423 1815 58.96 6236 22.76
404 2022 12 15 45536.20 156.067423 1815 58.96 6236 22.76
405 2022 12 15 45536.40 156.468030 1815 58.96 6236 22.76
406 2022 12 15 45536.80 156.868030 1815 58.96 6236 22.76
407 2022 12 15 45537.20 157.268030 1815 58.96 6236 22.76
408 2022 12 15 45538.40 157.668545 1815 58.96 6236 22.76
409 2022 12 15 45538.80 158.068545 1815 58.96 6236 22.76
410 2022 12 15 45539.20 158.468545 1815 58.96 6236 22.76
411 2022 12 15 45539.00 158.469147 1816 58.99 6236 22.76
412 2022 12 15 45539.40 158.869147 1815 58.96 6236 22.76
413 2022 12 15 45539.80 159.269147 1815 58.96 6237 22.77
414 2022 12 15 45540.00 159.669443 1815 58.96 6236 22.76
415 2022 12 15 45540.40 160.069443 1815 58.96 6236 22.76
416 2022 12 15 45540.80 160.469443 1815 58.96 6236 22.76
417 2022 12 15 45541.20 160.869443 1815 58.96 6236 22.76
418 2022 12 15 45541.40 161.269778 1815 58.96 6236 22.76
419 2022 12 15 45541.80 161.669778 1815 58.96 6237 22.77
420 2022 12 15 45542.20 162.069778 1815 58.96 6236 22.76
421 2022 12 15 45542.40 162.470099 1815 58.96 6236 22.76
